Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,BlockId
IF1800868,7/15/18,3:11,7/15/18,3:11,1301 SPRINGFIELD AVE,LIQUOR-UNDERAGE,ADMIN CLOSED,0
II1800814,7/16/18,9:24,4/24/18,13:00,ORCHARD DOWNS COMMUNITY C,THEFT OVER $500,PENDING,0
CC1805450,7/18/18,0:00,7/6/18,16:30,FOURTH ST / SPRINGFIELD AV,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1805483,7/18/18,0:00,7/7/18,14:30,CRACKED,BURGLARY,REPORTED TO OTHER AGENCY,14
II1800700,7/18/18,10:24,7/18/18,10:24,700 blk of RANDOLPH ST S,DEL/MANUF CANNABIS OVER 30 G -FEL,ARREST,0
CC1805754,7/19/18,0:00,7/18/18,13:55,E GREEN ST / S FIRST ST,WARRANT-IN STATE,REPORTED TO OTHER AGENCY,0
II1800823,7/19/18,21:27,7/19/18,18:20,SOCCER FIELDS,THEFT $500 AND UNDER,PENDING,0
II1800826,7/20/18,15:44,7/17/18,17:00,ENGINEERING SCIENCES BLDG,THEFT OF LOST/MISLAID PROPERTY,PENDING,13
II1800827,7/20/18,18:51,7/20/18,14:00,MADIGAN LAB,THEFT $500 AND UNDER,ADMIN. CLOSE,36
II1800828,7/20/18,23:39,7/20/18,23:39,1300 blk of BEECH ST W,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
IF1800883,7/22/18,0:22,7/22/18,0:22,THIRD/ARMORY,LIQUOR-UNDERAGE,ADMIN CLOSED,0
II1800833,7/23/18,11:22,7/19/18,23:50,"PARIS, FRANCE",THEFT OVER $500,REFERRED TO OTHER JURISDICTION,0
CC1805884,7/24/18,0:00,7/23/18,17:08,JOHN / THIRD,ROBBERY,REPORTED TO OTHER AGENCY,0
II1800838,7/24/18,22:14,7/24/18,22:00,1400 blk of PENNSYLVANIA AV W,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,0
II1800844,7/26/18,16:44,7/26/18,16:44,21000 blk of WALNUT HILL CT,EOD CALLOUT,ADMIN. CLOSE,0
UR1803416,7/26/18,7:00,7/26/18,6:07,HARVEY/SPRINGFIELD,DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,0
CC1804510,7/27/18,0:00,6/4/18,11:46,"AVENUE APTS-UNI #505, CH",WARRANT-IN STATE,REPORTED TO OTHER AGENCY,0
CC1804776,7/27/18,0:00,6/13/18,15:02,600 blk of S WRIGHT ST,TRESPASS TO LAND/REAL PROPERTY,REPORTED TO OTHER AGENCY,47
IF1800895,7/27/18,0:23,7/27/18,0:23,1409 W GREEN,LIQUOR-UNDERAGE,ADMIN CLOSED,0
II1800845,7/27/18,4:08,7/27/18,4:08,FIFTH ST / JOHN ST,DRIVING UNDER THE INFL-ALCOHOL,ARREST,0
CC1805987,7/28/18,0:00,7/26/18,10:00,GREEN ST / FIFTH STREET,INTIMIDATION,REPORTED TO OTHER AGENCY,0
II1800849,7/28/18,14:03,7/25/18,20:00,SEATTLE WASHINGTON,ASSIST OTHER POLICE DEPT,REFERRED TO OTHER JURISDICTION,0
II1800856,7/30/18,13:13,7/30/18,11:45,SNYDER RESIDENCE HAL,BATTERY,PENDING,34
II1800870,8/1/18,18:25,8/1/18,18:25,THIRD ST / JOHN ST E,ILLEGAL TRANSPORTATION OF LIQUOR,ARREST,0
IF1800922,8/2/18,23:57,8/2/18,23:57,1800 S LINCOLN AVE,DRUGS,ADMIN CLOSED,46
II1800871,8/2/18,0:17,8/2/18,0:17,900 blk of FIRST ST S,OBSTRUCTING IDENTIFICATION,ARREST,0
CC1805784,8/7/18,0:00,7/14/18,17:00,SECOND / HEALEY,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,0
CC1805822,8/7/18,0:00,7/21/18,3:30,1400 blk of WESTERN AV,HOME INVASION,REPORTED TO OTHER AGENCY,0
CC1806040,8/7/18,0:00,2/24/18,12:00,JOES,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,0
CC1806054,8/7/18,0:00,7/27/18,7:30,300 blk of E ARMORY,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
CC1806239,8/7/18,0:00,8/6/18,10:22,100 blk of GREGORY DR,WARRANT-IN STATE,REPORTED TO OTHER AGENCY,34
CSA17-263,8/7/18,14:15,2/17/17,11:06,SORORITY,STALKING,ADMIN CLOSED,0
II1800880,8/7/18,19:53,8/7/18,19:53,MEDICAL SCIENSE BLDG,THEFT OVER $500,ARREST,15
CC1806204,8/8/18,0:00,8/4/18,19:15,COLDSTONE CREAMERY,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,0
CC1806216,8/8/18,0:00,8/4/18,17:00,500 blk of W GREEN ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1806039,8/9/18,0:00,7/5/18,17:30,S FIRST ST / E GREEN ST,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,0
II1800892,8/12/18,13:57,8/12/18,13:57,LINCOLN AV / WINDSOR,WARRANT-IN STATE,ARREST,0
II1800894,8/12/18,21:27,8/12/18,21:27,MEDICAL SCIENCES,THEFT OVER $500,ARREST,35
II1800896,8/13/18,14:56,8/9/18,12:00,IDEA GARDEN,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE,46
II1800900,8/15/18,14:09,8/15/18,14:05,MEDICAL SCIENCE BLDG,THEFT $500 AND UNDER,ADMIN. CLOSE,15
CC1806301,8/16/18,0:00,8/7/18,23:00,PIZZA HUT,FORGERY,REPORTED TO OTHER AGENCY,0
II1800901,8/16/18,17:03,8/16/18,17:01,UNIVERSITY AVE / MCCULLOUGH,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
UU1803782,8/16/18,0:00,8/15/18,8:46,TWIN CITY BIBLE CHURCH,OTHER TROUBLE/INFO RPT,REPORTED TO OTHER AGENCY,0
II1800902,8/17/18,16:49,8/17/18,16:49,MEDICAL SCIENCES BUILDING,THEFT OVER $500,ARREST,15
II1801041,8/20/18,10:00,4/3/18,0:01,800 blk of HAWTHORNE DR,THEFT OVER $500,PENDING,0
CSA18-152,8/22/18,12:17,2018,UNKNOWN,OUT OF STATE,RAPE/DATING VIOLENCE,ADMIN CLOSED,0
CC1805385,8/23/18,0:00,7/4/18,9:00,S FIRST ST / KIRBY,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,43
CC1805681,8/23/18,0:00,7/15/18,20:46,500 blk of S FIFTH ST,LOST ARTICLES,REPORTED TO OTHER AGENCY,0
CC1805723,8/23/18,0:00,7/17/18,7:52,MARRIOTT,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,0
CC1806050,8/23/18,0:00,7/29/18,18:11,600 blk of S SIXTH,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,10
CC1806364,8/23/18,0:00,8/10/18,19:20,GREEN ST / FIRST ST,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,0
CC1806678,8/23/18,0:00,8/23/18,2:00,900 blk of S LOCUST ST,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
IF1800976,8/23/18,0:29,8/23/18,0:29,700 BLK SIXTH ST,DRUGS,ADMIN CLOSED,14
IF1800977,8/23/18,2:07,8/23/18,2:07,204 PEABODY DR,DRUGS,STUDENT DISC REFERRAL,39
UR1803895,8/23/18,7:00,8/22/18,17:28,ILLINOIS/LINCOLN,RECKLESS CONDUCT,REPORTED TO OTHER AGENCY,0
CC1806706,8/24/18,0:00,8/24/18,4:00,400 blk of GINGERBEND,SEXUAL-ASSAULT-CRIMINAL,REPORTED TO OTHER AGENCY,0
IF1800988,8/24/18,2:16,8/24/18,2:16,50 BLK GREGORY DR,LIQUOR-UNDERAGE,ADMIN CLOSED,33
IF1800990,8/24/18,0:17,8/24/18,0:17,200 BLK PEABODY DR,LIQUOR-UNDERAGE,ADMIN CLOSED,34
IF1800991,8/24/18,1:04,8/24/18,1:04,1000 BLK PENNSYLVANIA AVE,LIQUOR-UNDERAGE,ADMIN CLOSED,36
IF1800992,8/24/18,1:58,8/24/18,1:58,1001 COLLEGE CT,LIQUOR-UNDERAGE,ADMIN CLOSED,0
II1800914,8/24/18,3:01,8/24/18,3:01,FIFTH ST / UNIVERSITY AVE,RESIST/OBS CORRECT/POLICE/FIRE,PENDING,0
CC1806741,8/25/18,0:00,8/24/18,23:30,400 blk of E SPRINGFIELD,ROBBERY,REPORTED TO OTHER AGENCY,0
II1800922,8/25/18,16:23,7/22/18,21:08,ROSATIS,FRAUD-DECEPTION,PENDING,25
CC1806773,8/26/18,0:00,8/26/18,0:01,OAK ST / E JOHN ST,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
IF1801007,8/26/18,0:06,8/26/18,0:06,700 BLK S FIRST ST,PUBLIC URINATION,ADMIN CLOSED,0
II1800927,8/26/18,11:14,8/26/18,11:14,SIXTH ST S / GREGORY,EOD CALLOUT,ADMIN. CLOSE,18
II1800928,8/26/18,15:37,8/26/18,12:15,ONE SOUTH,THEFT OF LOST/MISLAID PROPERTY,ARREST,0
II1800933,8/27/18,0:45,8/27/18,0:40,PARKING LOT F-23,DRUG EQUIPMENT-POSSESSION,ARREST,45
CC1806601,8/28/18,0:00,8/3/18,17:00,200 blk of W GREEN,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,0
CC1806616,8/28/18,0:00,8/20/18,23:34,GREEN ST / SIXTH ST,TRANSPORTING ALCOHOL/LIQ IN VEHICLE,REPORTED TO OTHER AGENCY,14
UU1803338,8/28/18,0:00,7/21/18,17:45,CAFETERIA AND CO,THEFT-CITY,REPORTED TO OTHER AGENCY,0
IF1801036,8/29/18,4:45,8/29/18,4:45,300 BLK GREGORY,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,0
UU1803982,8/29/18,0:00,8/26/18,22:15,2100 blk of WINDSOR RD E,ACCIDENT INVOLVING OTHER CITY PROP,REPORTED TO OTHER AGENCY,0
II1800970,8/30/18,0:05,8/30/18,0:05,500 blk of CHALMERS E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,22
UU1804042,8/30/18,0:00,8/29/18,2:10,300 blk of FLORIDA AV W,ASSIST SICK & INJURED,REPORTED TO OTHER AGENCY,0
IF1801046,8/31/18,0:52,8/31/18,0:52,SECOND/JOHN,LIQUOR-UNDERAGE,ADMIN CLOSED,0
IF1801047,8/31/18,2:08,8/31/18,2:08,FIFTH/JOHN,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,17
IF1801055,8/31/18,0:26,8/31/18,0:26,QUAD,LIQUOR-UNDERAGE,ADMIN CLOSED,0
II1800963,8/31/18,1:15,8/31/18,1:15,400 blk of HEALEY ST E,RESIST/OBS CORRECT/POLICE/FIRE,ARREST,0
II1800968,8/31/18,13:19,8/30/18,21:00,1000 blk of STOUGHTON AVE W,SEXUAL-ASSAULT-CRIMINAL,ADMIN. CLOSE,0
CC1806953,9/1/18,0:00,9/1/18,2:40,FIFTH ST / E GREEN ST,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
CC1806954,9/1/18,0:00,9/1/18,2:49,blk of,OTHER TROUBLE/INFO RPT,REPORTED TO OTHER AGENCY,0
II1800975,9/1/18,2:49,9/1/18,2:49,KAPPA SIGMA FRATERNITY,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1800984,9/2/18,19:39,9/2/18,19:39,SECOND STREET S / HEALEY STREET E,WARRANT-IN STATE,ARREST,0
UR1804103,9/2/18,7:00,9/1/18,20:03,"705 W CALIFORNIA, URBANA",DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,0
IF1801077,9/3/18,3:34,9/3/18,3:34,THIRD/HEALEY,LIQUOR-UNDERAGE,ADMIN CLOSED,0
UR1804129,9/3/18,7:00,9/3/18,2:52,"505 S BUSEY AVE, URBANA",OTHER INVESTIGATION QUASI-CRIMINAL,REPORTED TO OTHER AGENCY,0
II1801211,9/4/18,20:31,9/3/18,18:30,TRIANGLE FRATERNITY,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
CC1806409,9/5/18,0:00,8/10/18,15:00,600 blk of E WHITE ST,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
CC1806894,9/5/18,0:00,8/26/18,21:45,500 blk of E CHALMERS,PEEPING TOM,REPORTED TO OTHER AGENCY,22
CC1806897,9/5/18,0:00,8/30/18,1:30,600 blk of S FOURTH ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1806685,9/6/18,0:00,8/17/18,8:00,200 blk of E HEALEY,BURGLARY,REPORTED TO OTHER AGENCY,0
CC1806931,9/6/18,0:00,8/31/18,12:13,SIXTH / GREEN,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,18
CC1806939,9/6/18,0:00,8/31/18,15:49,S SIXTH ST / E GREEN,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,14
CC1806949,9/6/18,0:00,9/1/18,0:10,FIRST / CHALMERS,POSSESSION OF CANNABIS,REPORTED TO OTHER AGENCY,0
CC1807010,9/6/18,0:00,9/2/18,17:14,200 blk of W UNIVERSITY AV,DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,0
IF1801135,9/6/18,11:18,9/6/18,11:18,ARBOR/GREGORY,LARCENY,ADMIN CLOSED,34
IF1801113,9/7/18,22:00,9/7/18,22:00,1400 BLK FIRST ST,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,39
IF1801119,9/7/18,23:55,9/7/18,23:55,"300 BLK GREEN ST, CHAMPAIGN",PUBLIC URINATION,ADMIN CLOSED,0
II1801004,9/7/18,1:29,9/7/18,1:29,600 blk of UNIVERSITY AVE W,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1801010,9/7/18,12:35,9/7/18,11:30,SWANLUND ADMINISTRATION,TERRORISM-MAKE FALSE TERROR,PENDING,18
II1801012,9/7/18,20:39,9/7/18,20:39,MEMPHIS ON MAIN,WARRANT-IN STATE,ARREST,0
CC1807064,9/10/18,0:00,9/4/18,12:40,TESHURT,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,14
II1801026,9/10/18,13:07,9/9/18,17:00,PARKING LOT E-20,THEFT $500 AND UNDER,ADMIN. CLOSE,0
UR1804272,9/10/18,7:00,9/9/18,23:17,"704 W ELM ST, URBANA",OTHER INVESTIGATION QUASI-CRIMINAL,REPORTED TO OTHER AGENCY,0
02225-2018,9/11/18,14:53,8/31/18,0:01,FAR DINING,DECEPTIVE PRACTICES,ADMIN CLOSED,0
II1801034,9/11/18,12:49,9/11/18,12:49,BRUCE NESBITT,TRESPASS-STATE SUPPORTED LAND,ARREST,24
CC1806923,9/12/18,0:00,8/31/18,1:31,S THIRD ST / E ARMORY,DAMAGING PROPERTY,REPORTED TO OTHER AGENCY,0
II1801057,9/14/18,16:58,12/18/17,7:00,1100 blk of FOURTH ST S,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,31
II1801058,9/14/18,17:01,6/13/18,23:00,7200 blk of CAMPBELL S,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1801059,9/14/18,20:09,9/14/18,17:30,PLAY FIELD MULTIPLEX,THEFT $500 AND UNDER,ADMIN. CLOSE,33
IF1801170,9/15/18,1:52,9/15/18,1:52,IRWIN INDOOR PRACTICE FACILITY,LIQUOR-UNDERAGE,ADMIN CLOSED,39
IF1801183,9/15/18,0:44,9/15/18,0:44,PARKING LOT D-1,DRUGS,STUDENT DISC REFERRAL,17
CC1806738,9/17/18,0:00,8/24/18,22:00,LOCUST ST / S CHALMERS,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,0
CC1807192,9/17/18,0:00,9/8/18,22:55,ILLINIS INN,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,0
CC1806781,9/18/18,0:00,8/25/18,16:30,1100 blk of EUCLID ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1806898,9/18/18,0:00,8/3/18,9:00,1000 blk of S OAK ST,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
CC1806900,9/18/18,0:00,8/30/18,11:58,E GREEN ST / SIXTH ST,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,14
CC1807190,9/18/18,0:00,9/8/18,22:37,MURPHY'S,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,10
CC1807468,9/18/18,0:00,9/13/18,21:00,blk of SECOND ST,SEXUAL ABUSE-CRIMINAL,REPORTED TO OTHER AGENCY,0
CSA18-176,9/18/18,15:54,9/12/18,16:00,"2242 W. HARRISON, CHICAGO",HARASSMENT,ADMIN CLOSED,0
IF1801195,9/18/18,20:44,9/18/18,20:44,2080 ORCHARD ST,DISORDERLY CONDUCT,ADMIN CLOSED,0
II1801075,9/18/18,10:47,9/4/18,11:00,GREEN ST W / MATHEWS STREET,DISORDERLY CONDUCT-ALL OTHER,ADMIN. CLOSE,0
UU1803770,9/18/18,0:00,8/14/18,16:20,1100 blk of OREGON W,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
UU1803845,9/18/18,0:00,8/20/18,1:19,LINCOLN S / OHIO,LIQUOR-PURCH/POSS/CONSUMP BY,REPORTED TO OTHER AGENCY,0
UU1803970,9/18/18,0:00,8/26/18,9:00,1000 blk of STOUGHTON ST,FRAUD-CREDIT CARD,REPORTED TO OTHER AGENCY,1
II1801087,9/20/18,9:25,9/20/18,9:25,FLORIDA AVE W / MARYLAND DR,BATTERY-AGGRAVATED,ARREST,0
II1801088,9/20/18,10:17,9/19/18,8:23,CLARK STREET W / GOODWIN AVE N,DISORDERLY CONDUCT-ALL OTHER,PENDING,5
CSA18-182,9/21/18,18:07,9/11/18,UNKNOWN,1000 BLK LINCOLN AVE,HARASSMENT,ADMIN CLOSED,0
UR1804479,9/21/18,7:00,9/20/18,19:46,"505 SPRINGIFIELD AVE, URBANA",DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,0
CC1807619,9/22/18,0:00,9/22/18,2:20,THIRD ST / ARMORY,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
IF1801220,9/22/18,1:37,9/22/18,1:37,FIRST/PEABODY,LIQUOR-UNDERAGE,ADMIN CLOSED,39
II1801100,9/22/18,14:48,9/22/18,14:45,CERAMICS KILN HOUSE,RESIST/OBS CORRECT/POLICE/FIRE,ARREST,12
IF1801235,9/23/18,0:42,9/23/18,0:42,400 E JOHN,LIQUOR-UNDERAGE,ADMIN CLOSED,0
II1801101,9/23/18,0:27,9/23/18,0:26,300 blk of CLARK ST E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
UR1804528,9/23/18,7:00,9/22/18,23:07,"702 W ELM ST, URBANA",DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,0
UR1804532,9/23/18,7:00,9/23/18,2:04,GOODWIN/GREEN,BATTERY,REPORTED TO OTHER AGENCY,16
UR1804544,9/23/18,7:00,9/23/18,17:31,"803 W GREEN ST, URBANA",DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,0
CC1807405,9/24/18,0:00,9/15/18,13:13,4400 blk of TROSTSHIRE CR,ASSAULT-AGGRAVATED,REPORTED TO OTHER AGENCY,0
CC1807455,9/24/18,0:00,9/17/18,15:52,WALMART SUPER CENTER,RETAIL THEFT,REPORTED TO OTHER AGENCY,0
CC1807375,9/25/18,0:00,9/13/18,22:30,500 blk of LOCUST ST,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
CC1807624,9/25/18,0:00,9/22/18,9:30,200 blk of E DANIEL ST,SPECIFIC NOISE PROHIBITED,REPORTED TO OTHER AGENCY,0
CSA18-183,9/25/18,7:49,9/23/18,3:24,"400 BLK E ARMORY, CHAMPAIGN",FONDLING,ADMIN CLOSED,31
II1801130,9/26/18,22:06,9/26/18,17:00,MECHANICAL ENG LABORATORY,THEFT $500 AND UNDER,ADMIN. CLOSE,11
02476-2018,9/27/18,10:55,9/22/18,1:38,PENNYSLVANIA RESIDENCE HALL,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,41
II1801140,9/27/18,23:02,9/27/18,23:02,KAPPA DELTA RHO,RECKLESS CONDUCT,ARREST,0
IF1801260,9/28/18,0:29,9/28/18,0:29,600 BLK ARMORY AVE,LIQUOR-UNDERAGE,ADMIN CLOSED,29
II1801141,9/28/18,2:43,9/28/18,2:40,PARKING LOT A-9,BATTERY,PENDING,10
CC1807845,9/29/18,0:00,9/29/18,2:05,400 blk of E ARMORY,LIQUOR-ILLEGAL POSS. BY MINOR,REPORTED TO OTHER AGENCY,31
UR1804626,9/29/18,7:00,9/28/18,12:28,"709 SPRINGFIELD AVE, URBANA",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,0
II1801150,9/30/18,2:11,9/29/18,18:00,SHERMAN HALL BIKE RACK,THEFT OVER $500,ADMIN. CLOSE,21
II1801160,10/1/18,9:15,9/26/18,17:00,GENDER AND WOMEN'S STUDIE,THEFT $500 AND UNDER,ADMIN. CLOSE,49
II1801165,10/1/18,16:42,9/28/18,14:20,OUTDOOR CENTER FIELDS,THEFT $500 AND UNDER,ADMIN. CLOSE,33
II1801167,10/1/18,19:13,10/1/18,19:13,BASIL TAI,WARRANT-IN STATE,ARREST,25
IF1801290,10/2/18,23:58,10/2/18,23:58,PAR BUS STOP,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,0
CC1807892,10/3/18,0:00,10/1/18,0:44,100 blk of W GREEN ST,RETAIL THEFT,REPORTED TO OTHER AGENCY,0
UU1804661,10/3/18,0:00,9/30/18,0:16,600 blk of COLER AV S,NOISE PROHIBITION,REPORTED TO OTHER AGENCY,0
II1801199,10/4/18,12:54,10/4/18,0:10,100 blk of HEALEY E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
CC1807994,10/5/18,0:00,10/4/18,0:15,500 blk of S SECOND ST,SEXUAL-ASSAULT-CRIMINAL,REPORTED TO OTHER AGENCY,0
II1801183,10/5/18,2:12,10/5/18,2:12,SIXTH ST / GREEN ST E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,14
CC1808047,10/6/18,0:00,10/5/18,11:00,LOCUST ST / CHALMERS,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
IF1801314,10/6/18,2:00,10/6/18,2:00,700 BLK MATHEW AVE,LIQUOR-UNDERAGE,ADMIN CLOSED,0
IF1801316,10/6/18,2:30,10/6/18,2:30,400 BLK DANIEL ST,LIQUOR-UNDERAGE,ADMIN CLOSED,21
II1801191,10/6/18,10:54,10/6/18,10:00,ILLINOIS ST RESIDENCE HAL,DRUG EQUIPMENT-POSSESSION,ADMIN. CLOSE,16
UR1804783,10/6/18,7:00,10/5/18,15:32,"WESLEY METHODIST CHURCH, URBANA",DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,15
IF1801334,10/7/18,22:48,10/7/18,22:48,"900 W MAIN, URBANA",DRUGS; COUNTERFEIT MONEY,ADMIN CLOSED,0
II1801210,10/10/18,1:31,10/10/18,1:31,LINCOLN AVE N / CLARK ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1801213,10/10/18,16:10,10/10/18,12:03,SPRINGFIELD AV / GOODWIN AVE,HARASSMENT BY ELECTRONIC,REFERRED TO OTHER JURISDICTION,8
II1801217,10/10/18,17:56,10/9/18,19:00,FREER HALL,THEFT OVER $500,ADMIN. CLOSE,50
II1801218,10/10/18,18:41,10/10/18,18:41,1800 blk of CUNNIGHAM N,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
UU1804824,10/10/18,0:00,10/1/18,8:00,100 blk of MAIN ST W,SEXUAL-ASSAULT-CRIMINAL,REPORTED TO OTHER AGENCY,0
02686-2018,10/11/18,12:22,10/9/18,1:18,LINCOLN/OHIO,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,0
02702-2018,10/11/18,12:31,10/9/18,22:05,1107 W GREEN,DRUGS,STUDENT DISC REFERRAL,0
II1801226,10/12/18,6:06,10/12/18,6:00,ILLINI UNION BUS SHELTER,THEFT $500 AND UNDER,PENDING,47
II1801231,10/12/18,23:26,10/12/18,23:26,OREGON ST / GREGORY ST,WARRANT-IN STATE,ARREST,0
UR1804896,10/12/18,7:00,10/11/18,23:13,"705 W CALIFORNIA AVE, URBANA",DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,0
IF1801352,10/13/18,0:58,10/13/18,0:58,1107 W GREEN ST,SIMPLE ASSAULT,ADMIN CLOSED,0
IF1801391,10/13/18,15:20,10/13/18,15:20,FIRST/STADIUM,LIQUOR-UNDERAGE,ADMIN CLOSED,33
II1801232,10/13/18,3:40,10/13/18,3:40,FOURTH ST S / JOHN ST,BATTERY-DOMESTIC,STUDENT DISCIPLINE REFERRAL,0
II1801238,10/13/18,23:00,10/13/18,23:00,UNIVERSITY AVE / LINCOLN AVE,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1801241,10/14/18,12:04,10/14/18,0:37,UNIVERSITY AVE W / GOODWIN AVE,MOB ACTION,PENDING,16
II1801242,10/14/18,13:05,10/13/18,14:30,300 blk of GREGORY,SEXUAL-ASSAULT-CRIMINAL,ADMIN. CLOSE,0
CC1808158,10/15/18,0:00,10/8/18,19:15,800 blk of S LOCUST ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1808191,10/15/18,0:00,10/4/18,15:00,1100 blk of W GREEN ST,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,0
UR1804944,10/15/18,7:00,10/14/18,12:08,"UNIVERSITY AV/GOODWIN AV, URBANA",BATTERY,REPORTED TO OTHER AGENCY,3
UR1804964,10/16/18,7:00,10/15/18,15:22,"106 S GREGORY ST, URBANA",ROBBERY,REPORTED TO OTHER AGENCY,0
UR1804976,10/16/18,7:00,10/15/18,20:35,"GOODWIN/ILLINOIS, URBANA",THREATS,REPORTED TO OTHER AGENCY,16
IF1801376,10/17/18,1:13,10/17/18,1:13,"301 E GREEN, CHAMPAIGN",SIMPLE ASSAULT,ADMIN CLOSED,0
II1801263,10/17/18,15:00,10/13/18,18:00,BUSEY EVANS RESIDENCE HAL,THEFT $500 AND UNDER,PENDING,50
II1801269,10/17/18,21:30,10/17/18,1:20,1200 blk of OREGON E,SEXUAL-ASSAULT-CRIMINAL,CLEARED EXCEPT. PROS. FAIL TO,0
II1801274,10/18/18,18:56,10/18/18,18:56,1200 blk of LINCOLN AVE S,DECEPTIVE PRACTICES,PENDING,0
IF1801414,10/21/18,3:24,10/21/18,3:24,IHOTEL,LIQUOR-UNDERAGE,ADMIN CLOSED,0
IF1801417,10/21/18,2:06,10/21/18,2:06,106 E GREEN ST,LIQUOR-UNDERAGE,ADMIN CLOSED,0
CC1808364,10/22/18,0:00,10/15/18,23:00,WRIGHT ST / E HEALEY,THEFT OVER $500,REPORTED TO OTHER AGENCY,11
CH1808519,10/22/18,7:00,10/21/18,16:36,"707 S THIRD ST, CHAMPAIGN",THREATS,REPORTED TO OTHER AGENCY,0
CSA18-218,10/22/18,18:46,8/7/17,6:00,"1000 W STOUGHTON, URBANA",FONDLING,ADMIN CLOSED,0
II1801290,10/22/18,23:48,10/22/18,23:48,RANDOLPH ST N / CHURCH ST,WARRANT-IN STATE,ARREST,0
UR1805074,10/22/18,7:00,10/21/18,10:20,"805 W GREEN ST, URBANA",ROBBERY,REPORTED TO OTHER AGENCY,0
