Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,BlockId
IF1901354,10/26/19,1:47,10/26/19,1:47,1005 LINCOLN AVE,LIQUOR-UNDERAGE,ADMIN CLOSED,32
IF1901355,10/26/19,2:19,10/26/19,2:19,902 COLLEGE CT,LIQUOR-UNDERAGE,ADMIN CLOSED,34
IF1901364,10/26/19,1:49,10/26/19,1:49,"307 E JOHN ST, CHAMPAIGN",LIQUOR-UNDERAGE,ADMIN CLOSED,51
CSA19-186,10/29/19,15:24,9/23/19,UNKNOWN,"900 BLK THIRD ST, CHAMPAIGN",RAPE,ADMIN CLOSED,51
II1901341,10/29/19,18:39,10/15/19,22:00,MAYWOOD APARTMENTS,DECEPTIVE PRACTICES,PENDING,51
II1901383,10/29/19,14:54,10/29/19,14:54,JOHN ST E / SIXTH ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,18
UU1905513,10/29/19,7:00,10/28/19,19:29,"809 W NEVADA ST, URBANA",DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,51
CC1908151,10/30/19,0:00,10/13/19,4:22,CHALMERS ST / LOCUST ST,THEFT GENERALLY,REPORTED TO OTHER AGENCY,51
II1901345,10/30/19,17:21,9/25/19,14:55,GREGORY PLACE 2,CRIMINAL DEFACEMENT OF PROPERTY,ADMIN. CLOSE,51
II1901349,10/31/19,9:53,10/31/19,9:50,MANOLO'S PIZZA & EMPANADA,TRESPASS-STATE SUPPORTED LAND,PENDING,25
CC1908605,11/1/19,0:00,10/29/19,12:30,blk of E LOCUST,THEFT OVER $500,REPORTED TO OTHER AGENCY,51
II1901353,11/2/19,19:57,11/2/19,19:57,GERTY DR / FOURTH ST S,BREATH ALCOHOL OVER LIMIT,ARREST,51
CC1908736,11/3/19,7:00,11/2/19,12:41,"35 CHALMERS ST, CHAMPAIGN",BATTERY,REPORTED TO OTHER AGENCY,51
CC1908754,11/3/19,7:00,11/3/19,1:02,"55 E GREEN ST, CHAMPAIGN",BATTERY,REPORTED TO OTHER AGENCY,51
II1901382,11/7/19,0:47,11/7/19,0:45,500 blk of GREGORY DR E,MOB ACTION,PENDING,31
II1901384,11/7/19,12:23,11/6/19,19:00,WASSAJA HALL BIKE RACK,THEFT $500 AND UNDER,PENDING,34
II1901396,11/8/19,13:26,11/8/19,13:24,GREEN W / LINCOLN,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
II1901400,11/8/19,18:16,11/8/19,18:16,PARKING LOT- ASHTON WOODS,CONTRIBUTING CRIM DELINQUENCY JUV,ARREST,51
CC1908964,11/10/19,7:00,11/10/19,1:35,"905 S FIRST ST, CHAMPAIGN",DISORDERLY SUBJECT,REPORTED TO OTHER AGENCY,51
CC1908966,11/10/19,0:00,11/10/19,2:08,THIRD ST / E GREEN ST,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,10
IF1901470,11/10/19,1:27,11/10/19,1:27,FIRST/GREGORY,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,34
II1901413,11/10/19,15:33,11/10/19,15:32,SPRINGFIELD AVE E / SIXTH ST,DRIVING UNDER THE INFL-ALCOHOL,ARREST,9
II1901434,11/10/19,2:08,11/10/19,2:08,GREEN E / THIRD,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
UU1905732,11/10/19,7:00,11/9/19,23:39,"1105 W OREGON ST, URBANA",DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,25
CC1908320,11/11/19,0:00,10/19/19,23:45,S FIFTH ST / JOHN STREET,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,51
IF1901476,11/12/19,7:59,11/12/19,7:59,1010 S SECOND ST,THREATS,ADMIN CLOSED,51
IF1901478,11/12/19,9:10,11/12/19,9:10,2015 W CLARK ST,THREATS,ADMIN CLOSED,51
II1901431,11/12/19,15:14,11/12/19,15:14,ILLINI UNION - WENDY'S,DISORDERLY CONDUCT-ALL OTHER,ADMIN. CLOSE,47
CC1909056,11/14/19,7:00,11/13/19,13:44,"202 E WHITE ST, CHAMPAIGN",THREATS,REPORTED TO OTHER AGENCY,51
CC1909060,11/14/19,7:00,11/13/19,16:16,"901 S FOURTH ST, CHAMPAIGN",MOTOR VEHICLE THEFT,REPORTED TO OTHER AGENCY,51
CC1909074,11/14/19,7:00,11/14/19,2:37,"808 S OAK ST, CHAMPAIGN",DOMESTIC,REPORTED TO OTHER AGENCY,51
IF1901488,11/14/19,16:56,11/14/19,16:56,IUB ADMINISTRATIVE SUITES,THREATS,ADMIN CLOSED,36
II1901441,11/14/19,16:52,11/14/19,16:00,500 blk of ELM ST S,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
UU1905819,11/14/19,7:00,11/13/19,19:41,"102 N GREGORY ST, URBANA",BURGLARY,REPORTED TO OTHER AGENCY,51
