incidentID,reportedAt,occuredAt,disposition,crimeTypeID
FI160220011,2016-22-1 0:26,2016-22-1 0:26,ADMIN. CLOSED,511
FI160220529,2016-22-1 23:59,2016-22-1 23:59,ADMIN. CLOSED,511
FI160220401,2016-22-1 19:13,2016-22-1 19:13,STUDENT DISCIPLINE REFERRAL,827
FI160220024,2016-22-1 1:04,2016-22-1 1:04,STUDENT DISCIPLINE REFERRAL,534
II1600096,2016-23-1 4:02,2016-23-1 2:23,UNFOUNDED,646
II1600097,2016-23-1 8:36,2016-23-1 1:00,PENDING,342
II1600100,2016-23-1 23:25,2016-23-1 23:25,PENDING,702
II1600095,2016-23-1 2:05,2016-23-1 2:00,ARREST,638
II1600101,2016-24-1 0:00,2016-24-1 0:00,ARREST,713
II1600106,2016-24-1 1:41,2016-24-1 1:41,ARREST,578
II1600108,2016-24-1 2:41,2016-24-1 2:41,ARREST,757
II1600111,2016-24-1 17:18,2016-24-1 2:00,PENDING,393
II1600109,2016-24-1 10:15,2016-23-1 20:00,ARREST,791
II1600107,2016-24-1 2:52,2016-24-1 2:52,ARREST,440
II1600113,2016-24-1 23:09,2016-24-1 23:09,ARREST,415
AI160240022,2016-24-1 0:42,2016-24-1 0:42,STUDENT DISCIPLINE REFERRAL,534
AI160240384,2016-24-1 21:26,2016-24-1 21:26,ADMIN. CLOSED,827
II1600122,2016-25-1 21:21,2016-25-1 9:50,PENDING,512
II1600124,2016-25-1 15:30,2016-25-1 14:30,ARREST,713
II1600119,2016-25-1 17:00,2016-21-1 15:30,ADMIN. CLOSE,512
II1600127,2016-26-1 11:21,2016-25-1 15:30,STUDENT DISCIPLINE REFERRAL,708
II1600131,2016-26-1 14:13,2016-26-1 14:13,ARREST,702
II1600125,2016-26-1 7:58,2016-26-1 7:58,ARREST,415
II1600135,2016-26-1 21:36,2016-26-1 21:36,ARREST,415
FI160260023,2016-26-1 0:45,2016-26-1 0:45,STUDENT DISCIPLINE REFERRAL,827
FI160270001,2016-27-1 0:06,2016-27-1 0:06,ADMIN. CLOSED,827
II1600147,2016-28-1 16:48,2016-28-1 16:48,ARREST,415
II1600155,2016-29-1 9:05,2016-27-1 13:00,ADMIN. CLOSE,467
II1600153,2016-29-1 3:15,2016-29-1 3:15,ADMIN. CLOSE,356
II1501946,2016-29-1 9:28,2016-29-1 9:28,PENDING,489
II1600160,2016-29-1 10:10,2016-29-1 10:10,ARREST,767
II1600152,2016-29-1 2:43,2016-2-1 9:57,PENDING,443
II1600154,2016-29-1 7:37,2016-28-1 19:15,ADMIN. CLOSE,512
II1600161,2016-29-1 22:15,2016-29-1 22:15,ARREST,726
FI160290059,2016-29-1 3:09,2016-29-1 3:09,STUDENT DISCIPLINE REFERRAL,534
FI160290544,2016-29-1 23:55,2016-29-1 23:55,ADMIN. CLOSED,511
AI160290036,2016-29-1 1:41,2016-29-1 1:41,ADMIN. CLOSED,534
AI160290528,2016-29-1 23:22,2016-29-1 23:22,STUDENT DISCIPLINE REFERRAL,534
II1600163,2016-30-1 3:40,2016-30-1 3:40,PENDING,702
AI160300079,2016-30-1 5:53,2016-30-1 5:53,STUDENT DISCIPLINE REFERRAL,534
AR160300003,2016-30-1 0:11,2016-30-1 0:11,ADMIN. CLOSED,534
II1600168,2016-31-1 18:34,2016-31-1 18:34,ARREST,726
II1600169,2016-31-1 20:33,2016-31-1 14:28,PENDING,388
II1600170,2016-31-1 23:18,2016-31-1 13:00,PENDING,764
FI160310013,2016-31-1 0:17,2016-31-1 0:17,ADMIN. CLOSED,453
W16-0240,2016-31-1 0:35,2016-31-1 0:35,ADMIN. CLOSED,827
FI160300066,2016-31-1 3:16,2016-31-1 3:16,STUDENT DISCIPLINE REFERRAL,534
FI160310071,2016-31-1 2:09,2016-31-1 2:09,ADMIN. CLOSED,534
AI160310063,2016-31-1 2:01,2016-31-1 2:01,STUDENT DISCIPLINE REFERRAL,534
CC1600176,2016-1-2 0:00,2016-1-1 12:00,REPORTED TO OTHER AGENCY,622
II1600175,2016-1-2 13:18,2016-30-1 0:30,ADMIN. CLOSE,590
II1600171,2016-1-2 0:37,2016-25-1 0:00,ADMIN. CLOSE,638
II1600172,2016-1-2 8:42,2016-25-1 0:01,PENDING,533
II1600182,2016-2-2 17:28,2016-2-2 17:28,ARREST,415
II1600179,2016-2-2 6:58,2016-2-2 3:00,ADMIN. CLOSE,402
AI160330479,2016-2-2 23:06,2016-2-2 23:06,STUDENT DISCIPLINE REFERRAL,534
II1600194,2016-3-2 22:49,2016-3-2 22:49,ARREST,415
II1600184,2016-3-2 2:14,2016-3-2 2:14,ARREST,356
FI160340004,2016-3-2 0:25,2016-3-2 0:25,ADMIN. CLOSED,534
II1600196,2016-4-2 16:25,2016-4-2 16:25,PENDING,563
II1600197,2016-4-2 19:16,2016-4-2 19:16,ADMIN. CLOSE,443
II1600198,2016-5-2 0:01,2016-4-2 22:30,PENDING,342
II1600202,2016-5-2 12:27,2016-5-2 7:23,ADMIN. CLOSE,512
II1600199,2016-5-2 0:51,2016-5-2 0:51,ARREST,614
II1600205,2016-5-2 17:44,2016-5-2 17:44,ARREST,415
II1600200,2016-5-2 1:37,2016-5-2 1:37,ARREST,638
II1600208,2016-6-2 22:52,2016-6-2 22:52,ADMIN. CLOSE,702
II1600207,2016-6-2 12:45,2016-5-2 15:57,PENDING,388
II1600206,2016-6-2 10:38,2016-5-2 22:00,PENDING,512
FI160370068,2016-6-2 3:42,2016-6-2 3:42,ADMIN. CLOSED,534
AI160370054,2016-6-2 2:36,2016-6-2 2:36,ADMIN. CLOSED,534
AI160370026,2016-6-2 1:17,2016-6-2 1:17,STUDENT DISCIPLINE REFERRAL,534
AI160370271,2016-6-2 17:30,2016-6-2 17:30,ADMIN. CLOSED,534
II1600419,2016-7-2 19:06,2016-7-2 0:00,ADMIN. CLOSE,803
II1600209,2016-7-2 2:13,2016-7-2 2:13,ARREST,405
II1600419,2016-7-2 19:06,2016-7-2 0:00,CLEARED EXCEPT. PROS. FAIL TO,594
II1600212,2016-7-2 13:26,2016-7-2 1:15,ARREST,461
II1600210,2016-7-2 3:10,2016-7-2 3:09,ARREST,405
AR160380048,2016-7-2 1:42,2016-7-2 1:42,STUDENT DISCIPLINE REFERRAL,534
II1600213,2016-8-2 15:43,2016-5-2 17:30,ADMIN. CLOSE,461
II1600215,2016-8-2 20:24,2016-8-2 7:30,STUDENT DISCIPLINE REFERRAL,387
FI160390383,2016-8-2 19:55,2016-8-2 19:55,ADMIN. CLOSED,827
CC1600106,2016-9-2 0:00,2016-2-1 19:00,REPORTED TO OTHER AGENCY,418
CC1600342,2016-9-2 0:00,2016-13-1 17:30,REPORTED TO OTHER AGENCY,766
CC1600073,2016-9-2 0:00,2016-4-1 1:30,REPORTED TO OTHER AGENCY,766
CC1600352,2016-9-2 0:00,2015-9-10 22:00,REPORTED TO OTHER AGENCY,406
CC1600993,2016-9-2 0:00,2016-2-2 21:17,REPORTED TO OTHER AGENCY,766
CC1600172,2016-9-2 0:00,2015-24-10 22:00,REPORTED TO OTHER AGENCY,406
CC1601022,2016-9-2 0:00,2016-3-2 11:30,REPORTED TO OTHER AGENCY,766
CC1600462,2016-9-2 0:00,2016-17-1 19:00,REPORTED TO OTHER AGENCY,766
CC1600688,2016-9-2 0:00,2016-24-1 16:00,REPORTED TO OTHER AGENCY,365
CC1600068,2016-9-2 0:00,2016-3-1 22:25,REPORTED TO OTHER AGENCY,731
CC1600983,2016-9-2 0:00,2016-1-2 22:00,REPORTED TO OTHER AGENCY,365
CC1600771,2016-9-2 0:00,2016-27-1 23:30,REPORTED TO OTHER AGENCY,766
II1600221,2016-9-2 22:24,2016-9-2 22:24,ARREST,702
CC1600171,2016-9-2 0:00,2015-24-10 21:00,REPORTED TO OTHER AGENCY,406
CC1600170,2016-9-2 0:00,2015-14-11 22:30,REPORTED TO OTHER AGENCY,406
CC1600755,2016-9-2 0:00,2016-19-1 1:59,REPORTED TO OTHER AGENCY,766
CC1600666,2016-9-2 0:00,2015-18-12 0:01,REPORTED TO OTHER AGENCY,394
CC1600700,2016-9-2 0:00,2015-31-12 12:00,REPORTED TO OTHER AGENCY,508
CC1600747,2016-9-2 0:00,2016-26-1 22:00,REPORTED TO OTHER AGENCY,394
CC1600508,2016-9-2 0:00,2016-18-1 15:00,REPORTED TO OTHER AGENCY,766
CC1600063,2016-9-2 0:00,2016-1-1 0:01,REPORTED TO OTHER AGENCY,766
CC1600469,2016-9-2 0:00,2016-18-1 2:30,REPORTED TO OTHER AGENCY,766
CC1600329,2016-9-2 0:00,2015-11-10 12:00,REPORTED TO OTHER AGENCY,422
CC1600769,2016-9-2 0:00,2016-27-1 22:20,REPORTED TO OTHER AGENCY,393
CC1600110,2016-9-2 0:00,2015-25-12 17:00,REPORTED TO OTHER AGENCY,766
CC1600004,2016-9-2 0:00,2016-1-1 2:10,REPORTED TO OTHER AGENCY,665
CC1600497,2016-9-2 0:00,2016-13-1 15:00,REPORTED TO OTHER AGENCY,446
CC1600975,2016-9-2 0:00,2016-2-2 3:54,REPORTED TO OTHER AGENCY,533
CC1600987,2016-9-2 0:00,2015-18-12 13:00,REPORTED TO OTHER AGENCY,365
CC1500462,2016-9-2 0:00,2015-19-1 10:00,REPORTED TO OTHER AGENCY,766
CC1600012,2016-9-2 0:00,2016-1-1 4:00,REPORTED TO OTHER AGENCY,365
CC1600539,2016-9-2 0:00,2016-19-1 23:30,REPORTED TO OTHER AGENCY,365
II1600217,2016-9-2 15:17,2016-3-2 17:00,ADMIN. CLOSE,512
CC1600464,2016-9-2 0:00,2016-17-1 22:47,REPORTED TO OTHER AGENCY,393
CC1600600,2016-9-2 0:00,2015-26-12 0:01,REPORTED TO OTHER AGENCY,418
CC1600411,2016-9-2 0:00,2016-16-1 2:00,REPORTED TO OTHER AGENCY,721
II1600219,2016-9-2 18:31,2016-9-2 18:30,ARREST,415
CC1600346,2016-9-2 0:00,2016-13-1 19:46,REPORTED TO OTHER AGENCY,827
CC1600867,2016-10-2 0:00,2016-30-1 8:10,REPORTED TO OTHER AGENCY,721
CC1600846,2016-10-2 0:00,2016-28-1 20:00,REPORTED TO OTHER AGENCY,766
II1600222,2016-10-2 1:11,2016-10-2 1:10,ARREST,405
CC1600921,2016-10-2 0:00,2016-30-1 21:00,REPORTED TO OTHER AGENCY,766
CC1600886,2016-10-2 0:00,2015-20-11 1:00,REPORTED TO OTHER AGENCY,364
CC1600885,2016-10-2 0:00,2016-30-1 12:00,REPORTED TO OTHER AGENCY,766
II1600227,2016-10-2 7:22,2016-10-2 6:42,STUDENT DISCIPLINE REFERRAL,542
CC1600939,2016-10-2 0:00,2016-31-1 23:30,REPORTED TO OTHER AGENCY,665
II1600229,2016-10-2 16:05,2016-19-1 0:01,PENDING,533
CC1600817,2016-10-2 0:00,2016-29-1 0:37,REPORTED TO OTHER AGENCY,827
CC1600847,2016-10-2 0:00,2015-23-12 12:00,REPORTED TO OTHER AGENCY,533
II1600225,2016-10-2 11:23,2015-20-11 1:00,ADMIN. CLOSE,314
CC1600935,2016-10-2 0:00,2016-31-1 20:55,REPORTED TO OTHER AGENCY,766
CC1600599,2016-10-2 0:00,2016-21-1 22:00,REPORTED TO OTHER AGENCY,766
II1600226,2016-10-2 11:29,2016-10-2 10:55,ADMIN. CLOSE,512
FI160410007,2016-10-2 0:29,2016-10-2 0:29,ADMIN. CLOSED,534
FI160410473,2016-10-2 23:36,2016-10-2 23:36,STUDENT DISCIPLINE REFERRAL,827
FI160410016,2016-10-2 0:44,2016-10-2 0:44,STUDENT DISCIPLINE REFERRAL,534
II1502234,2016-11-2 18:13,2016-11-2 18:13,PENDING,702
II1600236,2016-11-2 8:41,2016-10-2 13:20,ADMIN. CLOSE,764
II1600240,2016-11-2 22:08,2016-11-2 22:08,STUDENT DISCIPLINE REFERRAL,702
II1600233,2016-11-2 1:38,2016-11-2 1:38,ARREST,405
FI160420380,2016-11-2 18:44,2016-11-2 18:44,STUDENT DISCIPLINE REFERRAL,711
FI160420465,2016-11-2 22:39,2016-11-2 22:39,ADMIN. CLOSED,827
AR160420014,2016-11-2 0:28,2016-11-2 0:28,STUDENT DISCIPLINE REFERRAL,827
00024-2016,2016-11-2 8:00,2016-18-1 20:17,STUDENT DISCIPLINE,827
00146-2016,2016-11-2 8:00,2016-24-1 1:50,STUDENT DISCIPLINE,534
00176-2016,2016-11-2 8:00,2016-28-1 21:36,STUDENT DISCIPLINE,534
00188-2016,2016-11-2 8:00,2016-31-1 1:09,STUDENT DISCIPLINE,534
00189-2016,2016-11-2 8:00,2016-29-1 14:05,ADMIN CLOSED,777
CC1601155,2016-12-2 0:00,2016-7-2 1:15,REPORTED TO OTHER AGENCY,365
CC1601038,2016-12-2 0:00,2016-3-2 22:00,REPORTED TO OTHER AGENCY,365
II1600243,2016-12-2 18:22,2016-12-2 8:35,PENDING,512
CC1601140,2016-12-2 0:00,2016-6-2 21:45,REPORTED TO OTHER AGENCY,766
II1600241,2016-12-2 16:29,2016-12-2 16:29,ADMIN. CLOSE,512
II1600244,2016-12-2 19:39,2016-12-2 19:39,STUDENT DISCIPLINE REFERRAL,758
CC1601223,2016-12-2 0:00,2016-9-2 16:31,REPORTED TO OTHER AGENCY,766
CC1601180,2016-12-2 0:00,2016-6-2 18:00,REPORTED TO OTHER AGENCY,365
FI160430498,2016-12-2 23:39,2016-12-2 23:39,ADMIN. CLOSED,357
CC1601161,2016-13-2 0:00,2016-7-2 0:01,REPORTED TO OTHER AGENCY,622
II1600246,2016-13-2 13:32,2016-12-2 19:15,ADMIN. CLOSE,461
AI160440038,2016-13-2 1:49,2016-13-2 1:49,STUDENT DISCIPLINE REFERRAL,534
FI160450033,2016-14-2 1:16,2016-14-2 1:16,STUDENT DISCIPLINE REFERRAL,827
CC1601037,2016-15-2 0:00,2016-19-1 22:00,REPORTED TO OTHER AGENCY,406
CC1601043,2016-15-2 0:00,2015-30-11 21:30,REPORTED TO OTHER AGENCY,406
CC1600777,2016-15-2 0:00,2015-30-10 0:01,REPORTED TO OTHER AGENCY,406
II1600255,2016-15-2 11:59,2016-15-2 11:50,ADMIN. CLOSE,638
CC1601041,2016-15-2 0:00,2015-24-10 21:00,REPORTED TO OTHER AGENCY,406
CC1601171,2016-15-2 0:00,2016-8-2 2:08,REPORTED TO OTHER AGENCY,501
II1600260,2016-16-2 16:04,2016-16-2 16:04,ADMIN. CLOSE,806
CC1600673,2016-16-2 0:00,2016-24-1 19:45,REPORTED TO OTHER AGENCY,393
CC1600893,2016-16-2 0:00,2016-30-1 22:25,REPORTED TO OTHER AGENCY,673
FI160470478,2016-16-2 23:01,2016-16-2 23:01,ADMIN. CLOSED,777
II1600267,2016-17-2 11:06,2016-17-2 11:06,ARREST,726
CC1600896,2016-17-2 0:00,2016-31-1 0:06,REPORTED TO OTHER AGENCY,673
II1600265,2016-17-2 0:42,2016-17-2 0:42,ARREST,702
CC1601269,2016-17-2 0:00,2016-11-2 1:30,REPORTED TO OTHER AGENCY,721
II1600270,2016-17-2 15:46,2016-17-2 12:10,ADMIN. CLOSE,324
UU1600401,2016-17-2 0:00,2016-26-1 16:10,REPORTED TO OTHER AGENCY,721
UU1600201,2016-17-2 0:00,2016-13-1 15:48,REPORTED TO OTHER AGENCY,780
CC1600863,2016-17-2 0:00,2016-30-1 1:00,REPORTED TO OTHER AGENCY,673
UU1600337,2016-17-2 0:00,2016-23-1 3:09,REPORTED TO OTHER AGENCY,673
CC1600898,2016-17-2 0:00,2016-31-1 0:41,REPORTED TO OTHER AGENCY,673
CC1600448,2016-17-2 0:00,2016-17-1 1:41,REPORTED TO OTHER AGENCY,827
UU1600482,2016-17-2 0:00,2016-31-1 0:21,REPORTED TO OTHER AGENCY,673
T16-102,2016-18-2 23:30,2016-18-2 23:30,ADMIN. CLOSED,827
II1600288,2016-19-2 23:04,2016-19-2 23:04,ARREST,577
II1600286,2016-19-2 1:17,2016-19-2 1:16,ADMIN. CLOSE,710
II1600289,2016-20-2 1:22,2016-20-2 1:22,ARREST,415
FI160510054,2016-20-2 2:06,2016-20-2 2:06,ADMIN. CLOSED,511
FI160510513,2016-20-2 22:52,2016-20-2 22:52,STUDENT DISCIPLINE REFERRAL,827
FI160510516,2016-20-2 23:02,2016-20-2 23:02,ADMIN. CLOSED,357
II1600293,2016-21-2 16:47,2016-21-2 12:30,PENDING,764
FI160520013,2016-21-2 0:28,2016-21-2 0:28,STUDENT DISCIPLINE REFERRAL,827
AI160520048,2016-21-2 1:24,2016-21-2 1:24,ADMIN. CLOSED,534
CC1601325,2016-22-2 0:00,2016-13-2 1:00,REPORTED TO OTHER AGENCY,306
CC1601395,2016-22-2 0:00,2016-14-2 18:00,REPORTED TO OTHER AGENCY,365
CC1601406,2016-22-2 0:00,2016-16-2 2:16,REPORTED TO OTHER AGENCY,758
II1600297,2016-22-2 0:02,2016-17-1 9:59,ADMIN. CLOSE,602
CC1601425,2016-22-2 0:00,2016-11-2 16:47,REPORTED TO OTHER AGENCY,766
CC1601249,2016-22-2 0:00,2016-10-2 9:45,REPORTED TO OTHER AGENCY,766
CC1601393,2016-22-2 0:00,2015-16-10 6:00,REPORTED TO OTHER AGENCY,766
CC1601354,2016-22-2 0:00,2016-14-2 0:16,REPORTED TO OTHER AGENCY,673
CC1601355,2016-22-2 0:00,2016-14-2 0:44,REPORTED TO OTHER AGENCY,673
II1600291,2016-22-2 3:05,2016-21-2 3:05,ADMIN. CLOSE,803
CC1601048,2016-22-2 0:00,2016-4-2 2:00,REPORTED TO OTHER AGENCY,721
CC1601296,2016-22-2 0:00,2016-12-2 7:00,REPORTED TO OTHER AGENCY,766
CC1601360,2016-22-2 0:00,2016-14-2 1:22,REPORTED TO OTHER AGENCY,365
CC1601376,2016-22-2 0:00,2016-13-2 23:00,REPORTED TO OTHER AGENCY,766
CC1601351,2016-22-2 0:00,2016-13-2 23:50,REPORTED TO OTHER AGENCY,673
CC1601473,2016-23-2 0:00,2016-17-2 19:30,REPORTED TO OTHER AGENCY,766
II1600305,2016-23-2 23:25,2016-23-2 23:25,ARREST,415
II1600303,2016-23-2 21:15,2016-23-2 19:05,ADMIN. CLOSE,324
II1600300,2016-23-2 11:36,2016-16-2 20:00,ARREST,394
II1600306,2016-24-2 2:11,2016-24-2 2:10,ARREST,405
FI160550030,2016-24-2 2:07,2016-24-2 2:07,ADMIN. CLOSED,511
II1600309,2016-25-2 0:56,2016-25-2 0:45,ARREST,638
UU1600873,2016-25-2 0:00,2016-20-2 1:24,REPORTED TO OTHER AGENCY,673
FI160560393,2016-25-2 23:14,2016-25-2 23:14,STUDENT DISCIPLINE REFERRAL,827
II1600317,2016-26-2 20:51,2016-26-2 20:51,ADMIN. CLOSE,803
II1600316,2016-26-2 18:39,2016-26-2 18:39,ADMIN. CLOSE,301
II1600319,2016-27-2 1:55,2016-27-2 1:55,ARREST,577
FI160580080,2016-27-2 3:20,2016-27-2 3:20,STUDENT DISCIPLINE REFERRAL,534
FI160580494,2016-27-2 23:46,2016-27-2 23:46,ADMIN. CLOSED,551
FI160590288,2016-28-2 15:10,2016-28-2 15:10,ADMIN. CLOSED,534
II1600328,2016-29-2 11:40,2016-28-2 8:00,ADMIN. CLOSE,533
II1600333,2016-29-2 17:12,2016-29-2 17:11,ADMIN. CLOSE,638
II1600337,2016-29-2 20:05,2016-29-2 20:05,ARREST,415
II1600326,2016-29-2 5:44,2016-26-2 12:00,ADMIN. CLOSE,638
II1600327,2016-29-2 8:46,2016-19-2 8:00,ADMIN. CLOSE,628
II1600334,2016-29-2 18:00,2016-29-2 15:40,ADMIN. CLOSE,512
FI160600310,2016-29-2 18:00,2016-29-2 18:00,ADMIN. CLOSED,731
II1600339,2016-1-3 13:11,2016-29-2 12:45,PENDING,512
UU1600868,2016-1-3 0:00,2016-19-2 22:02,REPORTED TO OTHER AGENCY,673
UU1600869,2016-1-3 0:00,2016-19-2 22:41,REPORTED TO OTHER AGENCY,306
II1600350,2016-2-3 21:19,2016-29-2 22:00,CLEARED EXCEPT. REFUSAL TO,764
II1600352,2016-3-3 7:58,2016-3-3 7:58,ADMIN. CLOSE,449
II1600351,2016-3-3 0:33,2016-3-3 0:33,ARREST,405
II1600359,2016-3-3 15:21,2016-3-3 14:20,ADMIN. CLOSE,512
II1600363,2016-3-3 22:44,2016-3-3 22:44,STUDENT DISCIPLINE REFERRAL,726
II1600357,2016-3-3 13:00,2016-27-2 1:13,ADMIN. CLOSE,803
II1600358,2016-3-3 13:40,2016-3-3 13:00,PENDING,387
II1600371,2016-4-3 19:56,2015-4-3 19:56,ARREST,731
II1600367,2016-4-3 13:12,2016-4-3 13:12,ARREST,695
II1600375,2016-4-3 23:31,2016-4-3 23:31,ARREST,405
FI160640385,2016-4-3 15:52,2016-4-3 15:52,ADMIN. CLOSED,598
FI160640410,2016-4-3 16:30,2016-4-3 16:30,ADMIN. CLOSED,453
FI160640723,2016-4-3 23:33,2016-4-3 23:33,STUDENT DISCIPLINE REFERRAL,534
AI160640698,2016-4-3 22:58,2016-4-3 22:58,STUDENT DISCIPLINE REFERRAL,534
II1600377,2016-5-3 1:11,2016-5-3 1:07,ADMIN. CLOSE,803
II1600380,2016-5-3 2:46,2016-5-3 2:46,ARREST,405
FI160650049,2016-5-3 1:11,2016-5-3 1:11,ADMIN. CLOSED,450
FI160650520,2016-5-3 23:19,2016-5-3 23:19,ADMIN. CLOSED,715
II1600389,2016-6-3 3:35,2016-6-3 3:35,ARREST,773
II1600390,2016-6-3 16:14,2016-6-2 13:00,PENDING,363
II1600388,2016-6-3 0:33,2016-6-3 0:33,ADMIN. CLOSE,815
FI160660086,2016-6-3 2:23,2016-6-3 2:23,ADMIN. CLOSED,573
FI160660049,2016-6-3 1:26,2016-6-3 1:26,ADMIN. CLOSED,534
AI160660121,2016-6-3 4:47,2016-6-3 4:47,STUDENT DISCIPLINE REFERRAL,534
II1600393,2016-7-3 1:03,2016-7-3 1:03,ARREST,415
II1600405,2016-8-3 19:43,2016-8-3 19:43,ARREST,415
II1600400,2016-8-3 8:45,2016-6-3 23:30,ARREST,536
II1600403,2016-8-3 14:47,2004-1-9 0:01,ADMIN. CLOSE,594
FI160680536,2016-8-3 23:44,2016-8-3 23:44,STUDENT DISCIPLINE REFERRAL,534
II1600414,2016-9-3 21:08,2016-9-3 21:08,ARREST,415
II1600409,2016-9-3 6:57,2016-9-3 5:45,ADMIN. CLOSE,795
FI160690038,2016-9-3 2:28,2016-9-3 2:28,STUDENT DISCIPLINE REFERRAL,534
FI160690027,2016-9-3 1:36,2016-9-3 1:36,ADMIN. CLOSED,379
II1600420,2016-10-3 14:02,2016-10-3 10:00,UNFOUNDED,324
II1600952,2016-11-3 9:38,2016-11-3 9:38,ADMIN. CLOSE,696
II1600435,2016-11-3 19:39,2016-11-3 19:39,PENDING,333
II1600428,2016-11-3 3:34,2016-11-3 3:34,ARREST,771
II1600427,2016-11-3 2:08,2016-11-3 2:08,ARREST,415
II1600432,2016-11-3 15:35,2016-11-3 15:35,STUDENT DISCIPLINE REFERRAL,707
FI161710015,2016-11-3 0:28,2016-11-3 0:28,ADMIN. CLOSED,306
AR160710064,2016-11-3 2:26,2016-11-3 2:26,STUDENT DISCIPLINE REFERRAL,827
II1600439,2016-12-3 15:23,2016-11-3 14:50,ADMIN. CLOSE,324
II1600442,2016-12-3 19:50,2016-12-3 19:50,ADMIN. CLOSE,342
II1600436,2016-12-3 3:26,2016-12-3 3:26,PENDING,542
II1600443,2016-12-3 20:53,2016-12-3 20:53,ARREST,363
II1600438,2016-12-3 15:36,2016-12-3 15:36,PENDING,512
II1600434,2016-12-3 1:02,2016-12-3 1:02,ARREST,695
FI160720001,2016-12-3 0:02,2016-12-3 0:02,ADMIN. CLOSED,453
II1600448,2016-13-3 19:23,2016-13-3 10:00,PENDING,708
II1600444,2016-13-3 1:55,2016-13-3 1:55,ARREST,405
II1600446,2016-13-3 4:14,2016-13-3 4:14,ARREST,405
II1600479,2016-15-3 7:00,2016-15-3 7:00,ADMIN. CLOSE,488
II1600461,2016-15-3 19:41,2016-15-3 19:41,ARREST,415
FI160750007,2016-15-3 0:16,2016-15-3 0:16,STUDENT DISCIPLINE REFERRAL,827
FI160750524,2016-15-3 22:00,2016-15-3 22:00,STUDENT DISCIPLINE REFERRAL,827
CC1601692,2016-16-3 0:00,2016-26-2 15:09,REPORTED TO OTHER AGENCY,766
II1600468,2016-16-3 19:06,2016-16-3 18:45,PENDING,461
II1600467,2016-16-3 18:47,2016-16-3 17:30,PENDING,512
II1600466,2016-16-3 18:22,2016-16-3 18:22,ARREST,415
II1600493,2016-16-3 9:34,2016-4-3 9:00,PENDING,638
CC1601779,2016-16-3 0:00,2016-26-2 14:00,REPORTED TO OTHER AGENCY,766
W16-0695,2016-16-3 23:26,2016-16-3 23:26,ADMIN. CLOSED,827
FI160760439,2016-16-3 21:46,2016-16-3 21:46,STUDENT DISCIPLINE REFERRAL,827
II1502205,2016-17-3 10:17,2016-17-3 10:17,PENDING,702
II1600474,2016-18-3 5:58,2016-18-3 5:58,ADMIN. CLOSE,795
II1600953,2016-18-3 6:00,2016-18-3 6:00,ADMIN. CLOSE,696
II1600482,2016-21-3 19:46,2016-20-3 19:46,ARREST,702
II1600485,2016-22-3 16:38,2016-22-3 16:38,ARREST,415
CC1602417,2016-24-3 0:00,2016-17-3 22:00,REPORTED TO OTHER AGENCY,365
CC1601966,2016-24-3 0:00,2016-5-3 0:01,REPORTED TO OTHER AGENCY,394
II1600492,2016-24-3 19:08,2016-24-3 17:35,ARREST,713
CC1602049,2016-24-3 0:00,2016-14-2 13:00,REPORTED TO OTHER AGENCY,766
CC1602358,2016-24-3 0:00,2016-17-3 2:01,REPORTED TO OTHER AGENCY,405
CC1602215,2016-24-3 0:00,2016-12-3 13:46,REPORTED TO OTHER AGENCY,405
CC1602400,2016-24-3 0:00,2016-17-3 18:00,REPORTED TO OTHER AGENCY,365
CC1602390,2016-24-3 0:00,2016-17-3 23:35,REPORTED TO OTHER AGENCY,673
CC1602412,2016-24-3 0:00,2016-17-3 11:18,REPORTED TO OTHER AGENCY,766
CC1601715,2016-24-3 0:00,2016-27-2 1:30,REPORTED TO OTHER AGENCY,673
CC1602423,2016-24-3 0:00,2016-18-3 23:20,REPORTED TO OTHER AGENCY,574
CC1602107,2016-24-3 0:00,2016-9-3 17:30,REPORTED TO OTHER AGENCY,574
II1600491,2016-24-3 16:50,2016-24-3 12:09,ADMIN. CLOSE,533
CC1602399,2016-24-3 0:00,2016-18-3 2:00,REPORTED TO OTHER AGENCY,758
FI160730444,2016-24-3 21:11,2016-30-4 21:11,ADMIN. CLOSED,306
UU1600847,2016-25-3 0:00,2016-18-2 19:40,REPORTED TO OTHER AGENCY,444
II1600498,2016-25-3 18:20,2016-25-3 18:20,ARREST,415
00222-2016,2016-25-3 8:00,2016-11-2 23:43,STUDENT DISCIPLINE,534
00462-2016,2016-25-3 8:00,2016-27-2 15:20,STUDENT DISCIPLINE,534
II1600500,2016-26-3 0:44,2016-26-3 0:44,ARREST,440
II1600502,2016-27-3 1:45,2016-27-3 1:45,ARREST,405
II1600511,2016-28-3 21:10,2016-28-3 14:00,ADMIN. CLOSE,512
II1600509,2016-28-3 16:34,2016-28-3 16:25,PENDING,309
II1600513,2016-29-3 2:04,2016-29-3 1:29,PENDING,512
II1600520,2016-29-3 15:36,2015-29-3 15:36,PENDING,522
II1600515,2016-29-3 8:39,2016-22-3 8:00,ADMIN. CLOSE,533
FI160890038,2016-29-3 2:12,2016-29-3 2:12,ADMIN. CLOSED,511
II1600525,2016-30-3 0:37,2016-30-3 0:37,PENDING,360
II1600526,2016-30-3 2:04,2016-30-3 2:04,ARREST,405
