Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,BlockId
II1700883,6/11/17,22:37,6/11/17,22:37,WASHINGTON ST E / FOURTH ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1700776,6/11/17,2:24,6/11/17,2:24,ARMORY AVE E / SECOND ST,BREATH ALCOHOL OVER LIMIT,ARREST,0
II1700777,6/11/17,17:51,6/11/17,17:51,500 blk of HEALEY ST E,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,0
II1700778,6/11/17,20:58,1/3/17,9:57,1100 blk of GREEN ST W,HARASSMENT BY ELECTRONIC COMMUNICAT,ADMIN. CLOSE,0
II1700789,6/12/17,19:15,6/12/17,1:24,200 blk of WATER ST,BURGLARY FROM MOTOR VEHICLE,ADMIN. CLOSE,0
II1700782,6/12/17,0:41,6/6/17,12:00,1600 blk of VALLEY RD,THEFT $500 AND UNDER,PENDING,0
IF1700846,6/12/17,16:30,6/12/17,16:30,616 E GREEN,LIQUOR-UNDERAGE,ADMIN CLOSED,10
II1700794,6/13/17,14:36,6/12/17,12:00,QDOBA,THEFT $500 AND UNDER,ADMIN. CLOSE,47
01467-2017,6/13/17,8:41,4/20/17,0:00,INTERNET,DECEPTIVE PRACTICES,ADMIN CLOSED,0
II1700800,6/14/17,10:48,6/11/17,14:30,STUDENT DINING AND RESIDE,THEFT OF LOST/MISLAID PROPERTY,ADMIN. CLOSE,34
CC1704433,6/16/17,0:00,5/19/17,23:15,PICCADILLY,ALCOHOL/LIQ SALES INTOX SUBJ OR,REPORTED TO OTHER AGENCY,0
CC1704181,6/16/17,0:00,5/13/17,19:37,SPRINGFIELD / FOURTH,CANNABIS POSS 10 GM OR LESS -ORD,REPORTED TO OTHER AGENCY,0
CC1704422,6/16/17,0:00,5/19/17,12:00,ILLINOLIS TERMINAL,THEFT OF LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,0
CC1704150,6/16/17,0:00,5/12/17,23:30,THIRD ST / ARMORY AV,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,0
II1700810,6/16/17,14:39,6/11/17,22:00,JOHN ST E / THIRD,DISORDERLY CONDUCT-ALL OTHER,ADMIN. CLOSE,0
CC1704066,6/16/17,0:00,5/10/17,20:02,MAIZE,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,0
II1700814,6/16/17,22:25,6/16/17,22:25,500 blk of PARK HAVEN CT,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
CC1704876,6/16/17,0:00,5/30/17,0:01,1300 blk of N LINCOLN,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,0
CC1703785,6/16/17,0:00,4/29/17,13:15,400 blk of E ARMORY AV,THEFT-MOTOR VEHICLE,REPORTED TO OTHER AGENCY,31
II1700817,6/18/17,2:57,6/18/17,2:57,FIRST ST S / DANIEL ST,ILLEGAL TRANSPORTATION OF LIQUOR,ARREST,0
II1700818,6/18/17,11:25,6/15/17,7:15,ELECTRICAL & COMPUTER ENG,THEFT $500 AND UNDER,ADMIN. CLOSE,1
II1700821,6/19/17,0:20,6/19/17,0:20,OAK ST S / DANIEL,BURGLARY FROM MOTOR VEHICLE,ADMIN. CLOSE,0
II1700828,6/20/17,14:13,6/16/17,8:00,SPONSOR PROGRAMS,FRAUD-DECEPTION,ADMIN. CLOSE,0
II1700830,6/20/17,20:23,6/19/17,0:01,LOCUST ST / DANIEL,THEFT $500 AND UNDER,ADMIN. CLOSE,0
II1700831,6/20/17,22:48,6/20/17,21:20,CHEMICAL LIFE SCIENCE BLD,THEFT OVER $500,ADMIN. CLOSE,15
CC1705104,6/21/17,0:00,6/10/17,0:42,SIXTH ST / HEALEY,USE OF FORCE BY OFFICER,REPORTED TO OTHER AGENCY,10
CC1705076,6/21/17,0:00,6/8/17,17:00,BUSEY BANK,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1705095,6/21/17,0:00,6/9/17,18:43,FIFTH STREET / STOUGHTON,ASSIST OTHER POLICE DEPT,REPORTED TO OTHER AGENCY,0
CC1704997,6/21/17,0:00,6/6/17,1:00,400 blk of E SPRINGFIELD AV,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1705003,6/22/17,0:00,6/6/17,23:00,200 blk of E SPRINGFIELD AV,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
IF1700886,6/22/17,13:07,6/22/17,13:07,302 S SECOND ST,BURGLARY,ADMIN CLOSED,0
II1700841,6/23/17,10:29,6/23/17,10:29,ST MARYS RD / NEIL ST,WARRANT-IN STATE,ARREST,0
IF1700899,6/24/17,22:22,6/24/17,22:22,600 DANIEL ST,LIQUOR-UNDERAGE/PUBLIC POSSESSION,STUDENT DISC REFERRAL,0
II1700847,6/27/17,7:52,6/27/17,7:52,200 blk of GROVE ST S,METRO ACTIVATION,ADMIN. CLOSE,0
II1700849,6/27/17,11:42,6/26/17,17:00,CAMPBELL HALL,CRIMINAL DAMAGE GOVT SUPPORT PROP,ADMIN. CLOSE,5
II1700848,6/27/17,8:31,6/27/17,8:31,1200 blk of BESLIN ST,METRO ACTIVATION,ADMIN. CLOSE,0
CC1705004,6/29/17,0:00,6/7/17,0:34,500 blk of S THIRD,EXPIRED REGISTRATION,REPORTED TO OTHER AGENCY,0
CC1705495,6/29/17,0:00,6/16/17,12:00,TOWN PLACE SUITES,HARASSMENT BY ELECTRONIC COMMUNICAT,REPORTED TO OTHER AGENCY,0
CSA17-125,6/30/17,15:13,3/29/17,21:40,1100 BLK W NEVADA ST,DOMESTIC OFFENSE,ADMIN CLOSED,25
CSA17-127,6/30/17,15:27,4/2/17,10:31,600 BLK E LORADO TAFT DR,FONDLING,ADMIN CLOSED,36
II1700865,7/2/17,20:06,6/24/17,21:45,200 blk of ANTHONY DR W,SEXUAL-ASSAULT-CRIMINAL,PENDING,0
IF1700927,7/5/17,13:35,7/5/17,13:35,SCHOOL OF INFO SCI,STALKING,ADMIN CLOSED,22
II1700879,7/6/17,21:23,7/6/17,21:23,SIXTH STREET S / GREEN STREET E,WARRANT-IN STATE,ARREST,14
II1700885,7/7/17,17:43,7/6/17,12:42,CARLE HOSPITAL,BURGLARY FROM MOTOR VEHICLE,PENDING,0
II1700880,7/7/17,0:29,7/7/17,0:29,EUCLID / ARMORY,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1700887,7/8/17,11:27,7/7/17,22:00,1900 blk of FIRST ST S,THEFT OVER $500,ADMIN. CLOSE,0
IF1700938,7/8/17,1:52,7/8/17,1:52,302 E JOHN ST,LIQUOR-UNDERAGE,ADMIN CLOSED,0
II1700889,7/9/17,23:35,7/9/17,23:35,1700 blk of FLORIDA AV E,THEFT OVER $500,PENDING,40
IF1700946,7/10/17,19:51,7/10/17,19:51,1408 W UNIVERSITY,BATTERY,ADMIN CLOSED,0
II1700894,7/11/17,18:51,7/11/17,18:51,600 blk of FIRST STREET S,WARRANT-IN STATE,ARREST,0
IF1700948,7/12/17,2:40,7/12/17,2:40,700 S FIFTH ST,PUBLIC URINATION,ADMIN CLOSED,0
UU1701511,7/13/17,0:00,4/1/17,16:40,1000 blk of SPRINGFIELD AV,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
UU1701203,7/13/17,0:00,3/15/17,21:03,ILLINOIS W / GREGORY,ASSIST TOW TRUCK,REPORTED TO OTHER AGENCY,49
CC1705829,7/13/17,0:00,7/5/17,14:38,S FIFTH ST / HEALEY ST,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
II1700900,7/13/17,0:36,7/13/17,0:36,100 blk of STERLING CT,WARRANT-IN STATE,ARREST,0
UU1702006,7/13/17,0:00,4/29/17,21:40,1000 blk of STOUGHTON ST,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,1
CC1705616,7/13/17,0:00,6/25/17,23:00,500 blk of E CHURCH ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1705802,7/13/17,0:00,7/4/17,18:00,400 blk of S FIFTH ST,THEFT-MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
UU1700312,7/13/17,0:00,1/22/17,0:47,700 blk of LINCOLN S,"LIQUOR-SALE TO MINORS,DRUNKS,ETC",REPORTED TO OTHER AGENCY,0
UU1700996,7/13/17,0:00,3/3/17,12:11,LINCOLN / OREGON,LIQUOR-OPEN CONTAINER/PUBLIC PROP.,REPORTED TO OTHER AGENCY,0
UU1701488,7/13/17,0:00,4/1/17,8:45,1000 blk of CLARK ST,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
UU1701490,7/13/17,0:00,4/1/17,4:21,ALPHA OMICRON PI,BURGLARY,REPORTED TO OTHER AGENCY,24
UU1701011,7/13/17,0:00,3/3/17,20:39,LINCOLN AV / GREEN,LIQUOR-PURCH/POSS/CONSUMP BY MINORS,REPORTED TO OTHER AGENCY,0
UU1700478,7/13/17,0:00,2/1/17,11:36,1100 blk of NEVADA ST W,DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,25
II1700905,7/14/17,13:10,7/12/17,10:00,blk of AIRPORT RD,THEFT $500 AND UNDER,ADMIN. CLOSE,0
II1700912,7/15/17,11:23,7/15/17,11:23,SIXTH ST / UNIVERSITY AVE,OTHER CRIMINAL OFFENSES,PENDING,0
II1700910,7/15/17,2:23,7/15/17,2:23,SECOND S / CHALMERS,BREATH ALCOHOL OVER LIMIT,ARREST,0
II1700913,7/15/17,23:16,7/15/17,23:16,2100 blk of PROSPECT AVE N,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1700921,7/18/17,9:45,10/1/16,0:00,2200 blk of ENTERPRISE DRIVE,FRAUD-CREDIT CARD,CLEARED EXCEPT. PROS. FAIL TO,0
II1700926,7/19/17,18:16,7/19/17,18:16,ART ANNEX 2,THEFT $500 AND UNDER,ADMIN. CLOSE,36
II1700934,7/21/17,23:35,7/21/17,23:35,600 blk of UNIVERSITY AV E,WARRANT-IN STATE,ARREST,0
II1700936,7/22/17,4:42,7/22/17,4:42,FIFTH ST / UNIVERSITY AVE,RECOVERED STOLEN VEHICLE,PENDING,0
II1700937,7/22/17,19:49,7/22/17,19:49,1100 blk of FLORIDA AV W,WARRANT-IN STATE,ARREST,41
CC1706216,7/23/17,0:00,7/15/17,20:00,blk of LOCUST ST,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,0
CC1706237,7/23/17,0:00,7/17/17,0:03,SCOTT PARK,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
CC1706164,7/23/17,0:00,7/15/17,1:25,800 blk of S THIRD ST,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
II1700942,7/24/17,20:03,7/24/17,20:03,1600 blk of MELROSE VALLEY COURT,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1700946,7/25/17,20:21,7/25/17,20:00,800 blk of HARTWELL DR,BATTERY-AGGRAVATED,ADMIN. CLOSE,0
II1700945,7/25/17,19:06,7/24/17,16:30,IRWIN ACADEMIC SERV CENTE,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,27
IF1700999,7/25/17,1:32,7/25/17,1:32,FOURTH/ARMORY,CRIMINAL DAMAGE,ADMIN CLOSED,31
II1700948,7/26/17,13:26,7/26/17,13:26,CSL,THEFT OVER $500,PENDING,0
II1700950,7/26/17,20:36,7/26/17,20:36,2400 blk of PRAIRIE GREEN DR,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
CC1706419,7/27/17,0:00,7/16/17,4:00,HEARTLAND HEALTH CAR,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1706521,7/27/17,0:00,7/24/17,13:20,blk of LOGAN ST,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
CC1706349,7/27/17,0:00,4/1/17,10:00,ORDER UP,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
CC1706314,7/27/17,0:00,7/17/17,0:00,200 blk of E SPRINGFIELD AVE,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
01551-2017,7/27/17,10:11,7/16/17,1:05,82 E UNIVERSITY,LIQUOR-UNDERAGE,STUDENT DISCIPLINE,0
II1700952,7/28/17,1:11,7/2/17,0:01,"blk of ST LOUIS, MO",SEXUAL ASSAULT-AGG CRIMINAL,PENDING,0
CC1610040,7/31/17,0:00,10/29/16,22:52,600 blk of E JOHN,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,18
CC1606709,7/31/17,0:00,7/20/16,8:00,300 blk of GREGORY DR,BURGLARY,REPORTED TO OTHER AGENCY,34
CC1601727,7/31/17,0:00,2/27/16,1:15,CLYBOURNE'S,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,14
CC1602615,7/31/17,0:00,3/25/16,0:28,600 blk of E HEALEY ST,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,10
CC1706658,8/3/17,0:00,7/28/17,22:50,100 blk of N WALNUT ST,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,0
II1700976,8/4/17,2:39,8/4/17,2:39,GREEN ST E / FIFTH ST,DRIVING UNDER THE INFL-ALCOHOL,ARREST,0
IF1701023,8/5/17,2:09,8/5/17,2:09,GOODWIN/GREGORY,VERBAL DOMESTIC,ADMIN CLOSED,50
IF1701024,8/5/17,0:47,8/5/17,0:47,500 BLK JOHN ST,SIMPLE ASSAULT,ADMIN CLOSED,0
II1700983,8/7/17,21:59,8/7/17,21:59,LAR,WARRANT-IN STATE,ARREST,32
II1700987,8/9/17,22:37,8/9/17,22:37,FIRST ST / ARMORY AVE,BREATH ALCOHOL OVER LIMIT,ARREST,30
II1700991,8/11/17,21:32,8/11/17,21:32,PARK W / CENTRAL,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
IF1701041,8/13/17,2:32,8/13/17,2:32,THIRD/CLARK,VERBAL DOMESTIC,ADMIN CLOSED,0
II1701005,8/14/17,21:15,8/14/17,21:15,CLARK ST E / SECOND ST,HARASSMENT BY ELECTRONIC COMMUNICAT,ADMIN. CLOSE,0
II1701006,8/16/17,1:47,8/16/17,1:47,300 blk of HEALEY ST E,WARRANT-IN STATE,ARREST,0
LT16-019,8/16/17,14:25,2016,UNKNOWN,CONSELL DE CENT 21 BARCELONA,BURGLARY,REPORTED TO OTHER AGENCY,0
LT16-020,8/16/17,14:25,2016,UNKNOWN,TRAVESSERA DE GRACIA 22,MOTOR VEHICLE THEFT,REPORTED TO OTHER AGENCY,0
II1701010,8/17/17,6:42,8/17/17,6:42,200 blk of WINDING LN,METRO ACTIVATION,ADMIN. CLOSE,0
II1701013,8/18/17,11:08,4/1/15,0:01,CROP SCIENCES,THEFT OVER $500,ADMIN. CLOSE,36
II1701016,8/18/17,22:04,8/18/17,22:04,1200 blk of HILL ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1701017,8/19/17,12:25,8/18/17,0:01,1100 blk of LINCOLN AV S,SEXUAL-ASSAULT-CRIMINAL,PENDING,0
IF1701056,8/19/17,4:26,8/19/17,4:26,LINCOLN/WINDSOR,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,0
II1701019,8/20/17,4:47,8/20/17,4:47,1000 blk of WRIGHT ST S,BREATH ALCOHOL OVER LIMIT,ARREST,47
II1701018,8/20/17,3:59,8/20/17,3:59,blk of WASHINGTON ST E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1701022,8/20/17,18:40,8/20/17,18:38,PROSPECT AVE N / CHURCH,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1701025,8/21/17,16:37,8/21/17,16:37,LINCOLN AV N / FAIRVIEW,BATTERY-DOMESTIC,ADMIN. CLOSE,0
II1701026,8/21/17,19:19,8/4/17,17:00,WARDALL HALL,THEFT $500 AND UNDER,ADMIN. CLOSE,16
IF1701064,8/21/17,0:30,8/21/17,0:30,300 BLK GREEN ST,LIQUOR-UNDERAGE,ADMIN CLOSED,0
II1701030,8/22/17,20:30,8/22/17,14:30,MICRO AND NANO TECHNOLOGY,THEFT $500 AND UNDER,ADMIN. CLOSE,1
IF1701085,8/22/17,0:34,8/22/17,0:34,1000 BLK PENNSYLVANIA,LARCENY,ADMIN CLOSED,0
UU1700844,8/23/17,0:00,2/20/17,21:00,CAMPUS CIRCLE APARTMENTS,BATTERY,REPORTED TO OTHER AGENCY,0
CC1701996,8/23/17,0:00,3/4/17,1:40,FIRST ST / DANIEL,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
UU1702234,8/23/17,0:00,5/12/17,4:14,1600 blk of MELROSE VALLEY CT,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
UU1702956,8/23/17,0:00,6/17/17,16:45,MEIJER,THEFT-RETAIL-CITY,REPORTED TO OTHER AGENCY,0
UU1701356,8/23/17,0:00,3/25/17,10:30,2300 blk of FIRST ST S,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,0
CC1707088,8/23/17,0:00,8/11/17,21:46,GOLDEN WOK,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
CC1707291,8/23/17,0:00,8/18/17,9:30,COZY HAIR,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,0
UU1700691,8/23/17,0:00,2/13/17,15:00,1900 blk of LINCOLN AV N,HARASSMENT BY ELECTRONIC COMMUNICAT,REPORTED TO OTHER AGENCY,0
CC1707108,8/23/17,0:00,8/12/17,2:00,SIXTH / JOHN,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,18
CC1707129,8/23/17,0:00,8/13/17,11:00,ILLINI TOWER,THEFT OVER $500,REPORTED TO OTHER AGENCY,27
IF1701054,8/23/17,23:57,8/23/17,23:57,FIFTH/WHITE,LIQUOR-UNDERAGE/PUBLIC POSSESSION,ADMIN CLOSED,0
CC1707393,8/24/17,0:00,8/21/17,14:30,S SECOND ST / GREEN ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1707395,8/24/17,0:00,8/22/17,1:36,HEALEY ST / THIRD ST,PUBLIC INDECENCY,REPORTED TO OTHER AGENCY,0
II1701055,8/25/17,16:51,8/25/17,15:15,FOURTH ST S / GREGORY DR,THEFT $500 AND UNDER,ADMIN. CLOSE,34
IT1700392,8/25/17,21:45,8/25/17,21:45,PARKING LOT D-9,CANNABIS POSS 10 GM OR LESS -ORD,ARREST,17
II1701049,8/25/17,10:49,8/25/17,10:49,PARKING LOT D-18,WARRANT-IN STATE,ARREST,17
II1701058,8/25/17,22:44,8/25/17,22:44,MATHEWS / SPRINGFIELD,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
IF1701073,8/25/17,0:49,8/25/17,0:49,FOURTH/SPRINGFIELD,LIQUOR-UNDERAGE,ADMIN CLOSED,0
IF1701074,8/25/17,0:23,8/25/17,0:23,50 BLK ARMORY,LIQUOR-UNDERAGE,ADMIN CLOSED,0
IF1701093,8/25/17,23:20,8/25/17,23:20,ORCHARD DOWNS APTS,VERBAL DOMESTIC,ADMIN CLOSED,46
01626-2017,8/25/17,1:00,8/25/17,1:00,ISR MAIN BUILDING,LIQUOR-UNDERAGE,ADMIN CLOSED,16
01632-2017,8/25/17,14:23,8/25/17,0:40,OUTSIDE BUSEY HALL,LIQUOR-UNDERAGE,STUDENT DISCIPLINE,50
II1701064,8/26/17,16:42,8/26/17,16:42,PARK / MCCULLOUGH,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
IF1701086,8/26/17,0:29,8/26/17,0:29,GREEN/MATHEWS,LIQUOR-UNDERAGE,ADMIN CLOSED,0
IF1701091,8/26/17,0:50,8/26/17,0:50,DORNER/GREGORY,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,0
IF1701092,8/26/17,1:53,8/26/17,1:53,JOHN/FOURTH,LIQUOR-UNDERAGE,ADMIN CLOSED,0
IF1701111,8/26/17,21:46,8/26/17,21:46,BLAISDELL RESIDENC HALL,DRUGS,STUDENT DISC REFERRAL,41
IF1701107,8/27/17,1:09,8/27/17,1:09,1100 BLK SPRINGFIELD,VERBAL DOMESTIC,ADMIN CLOSED,0
UU1703826,8/28/17,0:00,8/1/17,21:37,RACE ST / UNIVERSITY,CONTROLLED SUBSTANCE-POSSESSION,REPORTED TO OTHER AGENCY,36
II1701078,8/28/17,15:00,8/21/17,1:11,1200 blk of BAKER AVE,TELEPHONE THREAT,PENDING,0
IF1701125,8/28/17,12:25,8/28/17,12:25,1110 BLK SPRINGFIELD,STALKING,ADMIN CLOSED,8
CC1707443,8/29/17,0:00,8/23/17,13:51,100 blk of S FOURTH ST,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,0
II1701092,8/29/17,23:21,8/29/17,23:21,PAPA DS,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,ARREST,0
II1701084,8/29/17,1:25,8/29/17,1:25,THIRD ST / JOHN,BATTERY-AGGRAVATED,ARREST,29
IF1701121,8/29/17,1:49,8/29/17,1:49,6TH/PENNSYLVANIA,LIQUOR-UNDERAGE,ADMIN CLOSED,0
IF1701123,8/29/17,3:22,8/29/17,3:22,200 BLK PEABODY,LIQUOR-UNDERAGE,ADMIN CLOSED,34
IF1701124,8/29/17,10:07,8/29/17,10:07,ORCHARD PLACE,VERBAL DOMESTIC,ADMIN CLOSED,46
IF1701135,8/29/17,23:46,8/29/17,23:46,800 BLK SIXTH,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,18
IF1701149,8/29/17,0:23,8/29/17,0:23,900 BLK SIXTH,LIQUOR-UNDERAGE,ADMIN CLOSED,18
II1701097,8/30/17,13:26,8/7/17,8:00,SWANLUND ADMIN BLDG,DISORDERLY CONDUCT-ALL OTHER,ADMIN. CLOSE,18
CC1707516,8/30/17,0:00,8/23/17,18:00,SECOND ST / GREGORY,THEFT-MOTOR VEHICLE,REPORTED TO OTHER AGENCY,34
IF1701145,8/30/17,3:30,8/30/17,3:30,LINCOLN/GREEN,VERBAL DOMESTIC,ADMIN CLOSED,0
CSA17-148,8/30/17,15:59,8/23/17,0:01,1000 BLK LOCUST ST,FONDLING,ADMIN CLOSED,0
CC1707525,8/31/17,0:00,8/25/17,23:10,blk of E CHALMERS,ADULT RESPONSIBILITY,REPORTED TO OTHER AGENCY,0
CC1707523,8/31/17,0:00,8/25/17,22:31,CHALMERS ST / S OAK ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,0
IF1701146,8/31/17,23:53,8/31/17,23:53,600 BLK GREEN,LIQUOR-UNDERAGE,ADMIN CLOSED,0
IF1701147,8/31/17,19:47,8/31/17,19:47,EDUCATION BLDG,HARRASSMENT,ADMIN CLOSED,36
CSA17-151,8/31/17,16:46,8/28-8/31/2017,UNKNOWN,UNKNOWN LOCATION - INTERNET,HARASSMENT,ADMIN CLOSED,0
CC1707616,9/1/17,0:00,8/27/17,3:00,300 blk of W GREEN ST,SEXUAL ABUSE-CRIMINAL,REPORTED TO OTHER AGENCY,0
II1701123,9/1/17,9:45,9/1/17,9:45,1400 blk of DOBBINS DR,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1701121,9/1/17,6:11,9/1/17,6:11,800 blk of KERR AVE,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1701120,9/1/17,4:01,9/1/17,4:01,NEIL ST S / HESSEL,WARRANT-IN STATE,ARREST,0
II1701134,9/2/17,14:18,9/2/17,14:18,WRIGHT S / ARMORY,BATTERY-AGGRAVATED,ARREST,47
IF1701161,9/2/17,8:10,9/2/17,8:10,1300 BLK MAIN,VERBAL DOMESTIC,ADMIN CLOSED,0
IF1701281,9/2/17,12:30,9/2/17,12:30,GRANGE GROVE,LIQUOR-UNDERAGE,ADMIN CLOSED,39
IF1701175,9/3/17,3:43,9/3/17,3:43,1400 BLK PENNSYLVANIA,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,0
IF1701179,9/3/17,0:43,9/3/17,0:43,700 BLK GREGORY,VERBAL DOMESTIC,ADMIN CLOSED,26
II1701155,9/5/17,17:34,9/5/17,12:39,ALMA MATER,THEFT $500 AND UNDER,PENDING,47
CC1707675,9/5/17,0:00,8/29/17,21:00,RICKS AUTOMOTIVE,THEFT-MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CSA17-152,9/5/17,20:16,9/2/17,UNKNOWN,1100 BLK NEVADA ST,RAPE,ADMIN CLOSED,25
IF1701194,9/6/17,1:22,9/6/17,1:22,100 BLK CHALMERS,LIQUOR-UNDERAGE,ADMIN CLOSED,0
CC1707764,9/7/17,0:00,9/1/17,20:20,500 blk of E SPRINGFIELD AVE,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
II1701164,9/7/17,10:57,9/6/17,18:00,1500 blk of FLORIDA AVE E,DECEPTIVE PRACTICES,ADMIN. CLOSE,40
CC1707749,9/7/17,0:00,8/22/17,12:40,INSOMNIA COOKIES,THEFT-RETAIL,REPORTED TO OTHER AGENCY,0
II1701177,9/8/17,22:42,9/8/17,22:25,WASSAJA RESIDSENCE HALL,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,34
II1701173,9/8/17,11:13,9/7/17,21:00,blk of JOHN ST E,THEFT OVER $500,ADMIN. CLOSE,0
CSA17-158,9/8/17,16:18,8/1/17,UNKNOWN,200 BLK GREGORY DR,RAPE,ADMIN CLOSED,34
II1701188,9/10/17,19:40,9/7/17,21:30,1200 blk of STOUGHTON W,BATTERY-AGGRAVATED,ARREST,8
II1701184,9/10/17,0:58,9/10/17,0:58,GOODWIN AVE S / GREGORY DR,CANNABIS POSS 10 GM OR LESS -ORD,ARREST,50
II1701192,9/11/17,18:24,8/27/17,8:00,DANIEL'S RESIDENCE HALL,THEFT $500 AND UNDER,ADMIN. CLOSE,13
CSA17-159,9/11/17,11:40,9/3/17,UNKNOWN,900 BLK FIFTH ST,RAPE,ADMIN CLOSED,22
01883-2017,9/12/17,23:30,9/12/17,20:01,BLAISDELL RES HALL,DRUGS,STUDENT DISCIPLINE,41
II1701210,9/13/17,13:21,9/13/17,13:21,MATERIAL SCIENCE AND ENG,THEFT OF LOST/MISLAID PROPERTY,UNFOUNDED,11
II1701207,9/13/17,4:20,9/13/17,4:20,1300 blk of FLORIDA AVE W,BREATH ALCOHOL OVER LIMIT,ARREST,40
CC1706473,9/13/17,0:00,7/23/17,0:25,SIXTH ST / GREGORY,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,48
CC1706470,9/13/17,0:00,7/23/17,0:03,CHALMERS ST / FIFTH ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,22
UU1704072,9/13/17,0:00,8/15/17,10:20,1000 blk of NEVADA ST W,POSS OF CANNABIS,REPORTED TO OTHER AGENCY,26
II1701218,9/14/17,9:40,9/14/17,8:45,GEORGE HUFF DR W / RACE ST,THEFT $500 AND UNDER,ADMIN. CLOSE,0
CC1708019,9/15/17,0:00,9/10/17,0:01,E DANIEL ST / FIRST,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
CC1708022,9/15/17,0:00,9/10/17,2:35,700 blk of S THIRD ST,TRESPASS-RESIDENCE,REPORTED TO OTHER AGENCY,0
CC1707956,9/15/17,0:00,9/8/17,10:23,E GREEN ST / SIXTH ST,LOST ARTICLES,REPORTED TO OTHER AGENCY,14
IF1701254,9/15/17,0:07,9/15/17,0:07,ABBOTT POWER PLANT,DRUGS,STUDENT DISC REFERRAL,0
