incidentID,reportedAt,occuredAt,disposition,crimeTypeID
II1500805,2015-5-6 0:33,2015-5-6 0:33,ADMIN. CLOSE,499
II1500806,2015-5-6 1:30,2015-5-6 1:25,ARREST,849
II1500807,2015-5-6 8:35,2015-5-5 20:00,ADMIN. CLOSE,407
II1500811,2015-5-6 12:01,2015-4-17 20:04,PENDING,477
II1500812,2015-5-6 12:41,2013-11-15 1:00,CLEARED EXCEPT. PROS. FAIL TO,532
II1500813,2015-5-6 12:44,2015-5-4 21:30,PENDING,491
II1500819,2015-5-6 22:19,2015-5-6 22:19,ADMIN. CLOSE,499
AI151270062,2015-5-7 2:30,2015-5-7 2:30,STUDENT DISCIPLINE REFERRAL,689
II1500821,2015-5-7 6:16,2015-5-6 21:00,ADMIN. CLOSE,462
II1500823,2015-5-7 10:46,2015-5-7 10:46,ADMIN. CLOSE,447
FI151290041,2015-5-9 1:10,2015-5-9 1:10,STUDENT DISCIPLINE REFERRAL,689
FI151290062,2015-5-9 1:51,2015-5-9 1:51,STUDENT DISCIPLINE REFERRAL,689
FI151290418,2015-5-9 20:18,2015-5-9 20:18,ADMIN. CLOSED,689
AR151300052,2015-5-10 2:28,2015-5-10 2:28,STUDENT DISCIPLINE REFERRAL,689
II1500841,2015-5-11 4:42,2015-5-8 12:30,ADMIN. CLOSE,407
CC1503790,2015-5-12 0:00,2015-5-3 19:10,REPORTED TO OTHER AGENCY,558
FI151320018,2015-5-12 0:47,2015-5-12 0:47,STUDENT DISCIPLINE REFERRAL,689
II1500855,2015-5-12 21:09,2015-5-12 12:00,ADMIN. CLOSE,751
II1500856,2015-5-13 8:07,2015-5-13 0:19,ARREST,407
II1500864,2015-5-13 18:01,2015-5-13 18:01,ADMIN. CLOSE,499
II1500865,2015-5-13 21:22,2015-5-13 12:00,PENDING,751
II1500967,2015-5-14 13:30,2015-5-14 13:30,ADMIN. CLOSE,343
II1500871,2015-5-15 9:29,2015-5-15 9:10,ADMIN. CLOSE,826
II1500872,2015-5-15 12:24,2015-5-15 12:24,ARREST,816
II1500873,2015-5-15 12:56,2015-5-15 12:00,PENDING,470
FI151360001,2015-5-16 0:01,2015-5-16 0:01,ADMIN. CLOSED,689
II1500880,2015-5-16 1:26,2015-5-16 1:26,ADMIN. CLOSE,601
II1500884,2015-5-16 16:31,2015-5-8 16:31,ADMIN. CLOSE,751
II1500876,2015-5-17 17:47,2015-5-15 17:47,ADMIN. CLOSE,499
II1500891,2015-5-17 4:31,2015-5-17 4:31,ADMIN. CLOSE,499
II1500897,2015-5-17 23:31,2015-5-17 23:31,ADMIN. CLOSE,499
II1500901,2015-5-18 14:55,2015-5-14 15:00,ADMIN. CLOSE,343
CC1501824,2015-5-19 0:00,2015-3-6 16:08,REPORTED TO OTHER AGENCY,352
CC1503103,2015-5-19 0:00,2015-4-14 8:28,REPORTED TO OTHER AGENCY,343
CC1503133,2015-5-19 0:00,2015-4-15 1:20,REPORTED TO OTHER AGENCY,394
CC1503248,2015-5-19 0:00,2015-4-17 22:00,REPORTED TO OTHER AGENCY,684
CC1503253,2015-5-19 0:00,2015-4-17 21:00,REPORTED TO OTHER AGENCY,462
CC1503278,2015-5-19 0:00,2015-4-18 23:15,REPORTED TO OTHER AGENCY,663
CC1503287,2015-5-19 0:00,2015-4-19 0:30,REPORTED TO OTHER AGENCY,745
CC1503423,2015-5-19 0:00,2015-4-3 8:00,REPORTED TO OTHER AGENCY,410
CC1503459,2015-5-19 0:00,2015-4-19 9:00,REPORTED TO OTHER AGENCY,462
CC1503517,2015-5-19 0:00,2015-4-25 22:43,REPORTED TO OTHER AGENCY,724
CC1503546,2015-5-19 0:00,2015-4-26 13:45,REPORTED TO OTHER AGENCY,751
CC1503590,2015-5-19 0:00,2015-4-20 8:00,REPORTED TO OTHER AGENCY,410
CC1503617,2015-5-19 0:00,2015-4-29 1:52,REPORTED TO OTHER AGENCY,848
CC1503660,2015-5-19 0:00,2015-2-5 18:00,REPORTED TO OTHER AGENCY,467
CC1503746,2015-5-19 0:00,2015-5-2 11:10,REPORTED TO OTHER AGENCY,436
CC1503753,2015-5-19 0:00,2015-5-2 4:00,REPORTED TO OTHER AGENCY,738
CC1503766,2015-5-19 0:00,2015-5-2 22:22,REPORTED TO OTHER AGENCY,577
CC1503828,2015-5-19 0:00,2015-5-4 0:30,REPORTED TO OTHER AGENCY,792
CC1503891,2015-5-19 0:00,2015-5-7 2:15,REPORTED TO OTHER AGENCY,462
CC1503911,2015-5-19 0:00,2015-5-8 3:46,REPORTED TO OTHER AGENCY,720
CC1503927,2015-5-19 0:00,2015-5-2 4:22,REPORTED TO OTHER AGENCY,720
CC1503951,2015-5-19 0:00,2015-4-23 0:01,REPORTED TO OTHER AGENCY,462
CC1504007,2015-5-19 0:00,2015-4-27 11:45,REPORTED TO OTHER AGENCY,343
T15-424,2015-5-19 2:28,2015-5-19 2:28,ADMIN. CLOSED,689
AI151430017,2015-5-23 0:26,2015-5-23 0:26,STUDENT DISCIPLINE REFERRAL,689
FI151430054,2015-5-23 1:51,2015-5-23 1:51,ADMIN. CLOSED,689
II1500918,2015-5-23 1:48,2015-5-23 1:48,ADMIN. CLOSE,499
FI151440054,2015-5-24 2:54,2015-5-24 2:54,STUDENT DISCIPLINE REFERRAL,689
FI151450055,2015-5-25 3:22,2015-5-25 3:22,ADMIN. CLOSED,689
II1500922,2015-5-26 1:40,2015-5-26 1:40,ARREST,367
CC1502583,2015-5-27 0:00,2015-3-30 0:55,REPORTED TO OTHER AGENCY,462
CC1503769,2015-5-27 0:00,2015-5-2 23:21,REPORTED TO OTHER AGENCY,684
CC1503909,2015-5-27 0:00,2015-5-8 0:10,REPORTED TO OTHER AGENCY,848
CC1504089,2015-5-27 0:00,2015-5-14 0:02,REPORTED TO OTHER AGENCY,745
CC1504122,2015-5-27 0:00,2015-5-14 18:50,REPORTED TO OTHER AGENCY,792
CC1504170,2015-5-27 0:00,2015-5-14 21:36,REPORTED TO OTHER AGENCY,751
CC1504187,2015-5-27 0:00,2015-5-15 18:30,REPORTED TO OTHER AGENCY,738
CC1504189,2015-5-27 0:00,2015-5-15 20:00,REPORTED TO OTHER AGENCY,462
CC1504230,2015-5-27 0:00,2015-5-16 12:00,REPORTED TO OTHER AGENCY,462
CC1504235,2015-5-27 0:00,2015-5-17 23:05,REPORTED TO OTHER AGENCY,306
CC1504238,2015-5-27 0:00,2015-5-18 2:50,REPORTED TO OTHER AGENCY,462
CC1504241,2015-5-27 0:00,2015-5-18 8:31,REPORTED TO OTHER AGENCY,751
II1500927,2015-5-27 9:34,2015-5-26 8:00,ADMIN. CLOSE,714
II1500931,2015-5-28 0:55,2015-5-28 0:55,PENDING,816
II1500934,2015-5-29 12:20,2015-5-29 12:15,ADMIN. CLOSE,329
FI151500026,2015-5-30 0:52,2015-5-30 0:52,STUDENT DISCIPLINE REFERRAL,689
II1500935,2015-5-30 2:29,2015-5-30 2:28,ADMIN. CLOSE,499
II1500948,2015-6-2 22:59,2015-6-2 22:59,ARREST,774
II1500953,2015-6-3 18:53,2015-6-3 18:53,ARREST,306
II1500954,2015-6-3 20:38,2015-6-3 20:38,ARREST,306
II1500950,2015-6-4 7:00,2015-6-4 5:06,ADMIN. CLOSE,447
II1500956,2015-6-4 13:16,2014-12-20 0:01,ADMIN. CLOSE,407
II1500962,2015-6-5 7:39,2015-6-5 7:39,ADMIN. CLOSE,499
FI1570490,2015-6-6 22:42,2015-6-6 22:42,ADMIN. CLOSED,689
CC1502708,2015-6-8 0:00,2015-4-2 14:00,REPORTED TO OTHER AGENCY,462
CC1503822,2015-6-8 0:00,2015-5-4 20:00,REPORTED TO OTHER AGENCY,364
CC1503878,2015-6-8 0:00,2015-5-6 22:50,REPORTED TO OTHER AGENCY,663
CC1503885,2015-6-8 0:00,2015-5-7 1:10,REPORTED TO OTHER AGENCY,663
CC1504101,2015-6-8 0:00,2014-9-1 0:01,REPORTED TO OTHER AGENCY,467
CC1504374,2015-6-8 0:00,2015-5-22 17:03,REPORTED TO OTHER AGENCY,309
CC1504599,2015-6-8 0:00,2015-5-30 2:10,REPORTED TO OTHER AGENCY,427
II1500971,2015-6-8 20:43,2015-6-8 20:40,ARREST,306
II1500977,2015-6-9 20:44,2015-6-9 20:44,PENDING,816
II1500980,2015-6-10 21:25,2015-6-10 21:25,ARREST,692
II1500982,2015-6-11 19:49,2015-6-11 19:49,ARREST,306
II1500995,2015-6-12 18:38,2015-5-17 12:00,ADMIN. CLOSE,751
II1501173,2015-6-12 11:34,2015-6-11 20:44,PENDING,832
II1500997,2015-6-13 18:52,2015-6-13 18:52,ARREST,306
II1501010,2015-6-13 8:57,2015-6-11 9:00,PENDING,410
II1501001,2015-6-14 17:39,2015-6-14 17:39,ARREST,306
II1501005,2015-6-15 21:58,2015-6-14 14:25,ADMIN. CLOSE,354
FI151700038,2015-6-19 2:06,2015-6-19 2:06,ADMIN. CLOSED,689
II1501015,2015-6-19 17:33,2015-6-19 17:33,ARREST,301
II1501016,2015-6-19 20:37,2015-6-19 20:37,ADMIN. CLOSE,499
FI151710079,2015-6-20 4:35,2015-6-20 4:35,ADMIN. CLOSED,689
II1501019,2015-6-20 4:04,2015-6-20 4:04,ADMIN. CLOSE,499
II1501020,2015-6-20 5:46,2015-6-20 5:46,ADMIN. CLOSE,499
II1501022,2015-6-20 21:07,2015-6-20 21:07,ARREST,306
II1501023,2015-6-21 13:06,2015-6-21 4:30,ADMIN. CLOSE,384
II1501025,2015-6-21 18:53,2015-6-21 18:50,ADMIN. CLOSE,601
II1501028,2015-6-22 12:01,2015-6-22 12:00,ADMIN. CLOSE,309
II1501031,2015-6-22 17:48,2015-6-22 17:48,ARREST,306
II1501032,2015-6-22 17:53,2015-6-22 16:40,UNFOUNDED,792
II1501033,2015-6-22 18:29,2015-6-22 16:20,STUDENT DISCIPLINE REFERRAL,786
II1501034,2015-6-22 23:09,2015-6-22 22:47,ADMIN. CLOSE,329
II1501037,2015-6-23 12:30,2015-6-23 12:30,ARREST,491
II1501038,2015-6-23 14:20,2015-6-23 14:20,ADMIN. CLOSE,329
II1501041,2015-6-23 20:11,2015-6-23 19:56,ADMIN. CLOSE,329
II1501043,2015-6-24 3:37,2015-6-24 3:37,ARREST,462
II1501050,2015-6-26 5:20,2015-6-24 5:00,ADMIN. CLOSE,640
II1501052,2015-6-26 17:05,2015-6-26 17:05,ARREST,306
II1501054,2015-6-26 19:23,2015-6-24 16:14,ADMIN. CLOSE,354
II1501057,2015-6-26 23:33,2015-6-26 23:33,ARREST,367
II1501055,2015-6-27 6:15,2015-6-27 6:15,ARREST,779
II1501060,2015-6-27 23:42,2015-6-27 23:42,ARREST,758
II1501061,2015-6-28 17:48,2015-6-28 17:48,ARREST,816
II1501064,2015-6-29 9:10,2015-6-29 9:10,PENDING,751
II1501066,2015-6-29 14:30,2015-6-29 14:30,ADMIN. CLOSE,329
II1501067,2015-6-29 14:47,2015-6-10 16:00,ADMIN. CLOSE,354
II1501071,2015-6-29 18:45,2015-6-29 18:45,ARREST,725
II1501072,2015-6-29 22:50,2015-6-29 21:00,ADMIN. CLOSE,751
II1501079,2015-7-2 11:30,2015-7-2 11:20,ARREST,625
II1501084,2015-7-3 1:56,2015-7-3 1:56,ARREST,367
II1501085,2015-7-3 9:33,2015-7-3 9:33,ADMIN. CLOSE,499
FI151850444,2015-7-4 22:15,2015-7-4 22:15,ADMIN. CLOSED,689
II1501095,2015-7-7 4:15,2015-7-7 4:15,ARREST,501
CC1504533,2015-7-8 0:00,2015-5-27 7:00,REPORTED TO OTHER AGENCY,354
CC1504678,2015-7-8 0:00,2015-6-2 15:53,REPORTED TO OTHER AGENCY,751
CC1504743,2015-7-8 0:00,2015-6-2 22:30,REPORTED TO OTHER AGENCY,751
CC1505184,2015-7-8 0:00,2015-5-12 14:12,REPORTED TO OTHER AGENCY,343
CC1505195,2015-7-8 0:00,2015-6-18 23:40,REPORTED TO OTHER AGENCY,449
CC1505222,2015-7-8 0:00,2015-6-14 8:00,REPORTED TO OTHER AGENCY,462
CC1505325,2015-7-8 0:00,2015-6-23 16:43,REPORTED TO OTHER AGENCY,352
CC1505409,2015-7-8 0:00,2015-6-14 18:00,REPORTED TO OTHER AGENCY,738
II1501098,2015-7-8 11:07,2015-6-26 12:30,UNFOUNDED,533
II1501099,2015-7-8 11:27,2015-7-8 10:57,ADMIN. CLOSE,309
II1501105,2015-7-9 13:32,2015-7-9 13:32,ADMIN. CLOSE,407
FI151910053,2015-7-10 1:58,2015-7-10 1:58,STUDENT DISCIPLINE REFERRAL,689
II1501107,2015-7-10 2:27,2015-7-10 2:27,ADMIN. CLOSE,499
II1501109,2015-7-10 12:10,2015-7-10 12:10,ADMIN. CLOSE,499
II1501111,2015-7-10 11:48,2015-7-10 11:48,ADMIN. CLOSE,499
AR151920120,2015-7-11 6:04,2015-7-11 6:04,STUDENT DISCIPLINE REFERRAL,734
FI151920073,2015-7-11 2:27,2015-7-11 2:27,ADMIN. CLOSED,689
AI151930076,2015-7-12 2:49,2015-7-12 2:49,ADMIN. CLOSED,734
FI151930014,2015-7-12 0:14,2015-7-12 0:14,ADMIN. CLOSED,689
FI151930097,2015-7-12 4:16,2015-7-12 4:16,STUDENT DISCIPLINE REFERRAL,689
II1501116,2015-7-12 1:17,2015-7-12 1:17,ARREST,341
FI151940041,2015-7-13 1:55,2015-7-13 1:55,ADMIN. CLOSED,689
II1501122,2015-7-14 20:40,2015-7-14 20:40,ADMIN. CLOSE,499
II1501124,2015-7-15 7:27,2015-7-14 16:15,ADMIN. CLOSE,407
II1501128,2015-7-15 19:47,2015-7-15 19:47,ADMIN. CLOSE,499
II1501129,2015-7-15 21:02,2015-7-12 15:30,CLEARED EXCEPT. REFUSAL TO COO,532
II1501133,2015-7-16 18:11,2015-7-16 18:11,ARREST,306
II1501134,2015-7-16 19:06,2015-7-16 18:52,ARREST,306
II1501135,2015-7-16 22:37,2015-7-16 22:37,ARREST,306
II1501140,2015-7-17 23:39,2015-7-17 23:39,ADMIN. CLOSE,499
FI152000089,2015-7-19 3:15,2015-7-19 3:15,STUDENT DISCIPLINE REFERRAL,689
II1501145,2015-7-19 2:33,2015-7-19 2:33,ARREST,367
II1501146,2015-7-19 17:57,2015-7-19 17:57,ARREST,519
CC1504766,2015-7-20 0:00,2015-6-5 2:30,REPORTED TO OTHER AGENCY,738
CC1505097,2015-7-20 0:00,2015-6-14 21:00,REPORTED TO OTHER AGENCY,343
CC1505156,2015-7-20 0:00,2015-6-12 12:00,REPORTED TO OTHER AGENCY,751
CC1505365,2015-7-20 0:00,2015-6-24 20:22,REPORTED TO OTHER AGENCY,477
CC1505558,2015-7-20 0:00,2015-7-1 2:00,REPORTED TO OTHER AGENCY,738
CC1505636,2015-7-20 0:00,2015-7-3 9:00,REPORTED TO OTHER AGENCY,499
CC1505647,2015-7-20 0:00,2015-7-3 19:30,REPORTED TO OTHER AGENCY,786
CC1505774,2015-7-20 0:00,2015-7-7 16:41,REPORTED TO OTHER AGENCY,751
CC1505792,2015-7-20 0:00,2015-7-7 16:00,REPORTED TO OTHER AGENCY,462
CC1505822,2015-7-20 0:00,2015-7-8 22:00,REPORTED TO OTHER AGENCY,826
CC1505834,2015-7-20 0:00,2015-7-8 12:00,REPORTED TO OTHER AGENCY,738
CC1505845,2015-7-20 0:00,2015-5-17 15:00,REPORTED TO OTHER AGENCY,738
CC1505853,2015-7-20 0:00,2015-7-10 2:52,REPORTED TO OTHER AGENCY,462
CC1505856,2015-7-20 0:00,2015-7-10 8:00,REPORTED TO OTHER AGENCY,670
CC1505857,2015-7-20 0:00,2015-6-17 8:00,REPORTED TO OTHER AGENCY,751
CC1505884,2015-7-20 0:00,2015-7-4 13:02,REPORTED TO OTHER AGENCY,751
CC1505913,2015-7-20 0:00,2015-7-10 22:00,REPORTED TO OTHER AGENCY,462
CC1505938,2015-7-20 0:00,2015-7-10 19:00,REPORTED TO OTHER AGENCY,826
II1501149,2015-7-20 1:24,2015-7-20 1:24,ARREST,711
II1501153,2015-7-20 14:03,2015-7-17 21:00,ADMIN. CLOSE,407
II1501155,2015-7-21 0:43,2015-7-21 0:43,ARREST,710
FI152030039,2015-7-22 2:12,2015-7-22 2:12,STUDENT DISCIPLINE REFERRAL,734
II1501137,2015-7-22 18:41,2015-7-17 18:41,ADMIN. CLOSE,499
II1501176,2015-7-23 20:39,2015-7-23 20:39,ADMIN. CLOSE,848
II1501177,2015-7-23 23:15,2015-7-23 23:15,ARREST,306
II1501178,2015-7-23 23:55,2015-7-23 23:55,ARREST,306
II1501179,2015-7-24 6:19,2015-7-24 6:19,ADMIN. CLOSE,499
II1501180,2015-7-24 18:01,2015-7-24 18:01,ARREST,306
II1501181,2015-7-24 19:26,2015-7-24 19:26,ARREST,306
AI152060039,2015-7-25 1:22,2015-7-25 1:22,STUDENT DISCIPLINE REFERRAL,734
FI152060072,2015-7-25 2:17,2015-7-25 2:17,ADMIN. CLOSED,525
II1501182,2015-7-25 3:14,2015-7-25 3:14,ARREST,367
II1501183,2015-7-25 16:59,2015-7-25 16:59,ARREST,774
FI152070109,2015-7-26 7:00,2015-7-26 7:00,ADMIN. CLOSED,698
II1501188,2015-7-27 0:30,2015-7-27 0:25,ARREST,692
II1501189,2015-7-27 2:58,2015-7-27 2:58,ARREST,367
II1501196,2015-7-28 3:00,2015-7-28 3:00,ARREST,711
II1501197,2015-7-28 4:10,2015-7-28 4:10,PENDING,301
II1501198,2015-7-28 9:22,2015-7-28 9:22,ADMIN. CLOSE,751
FI152100543,2015-7-29 23:38,2015-7-29 23:38,ADMIN. CLOSED,594
II1501205,2015-7-29 23:46,2015-7-29 22:30,PENDING,343
II1501208,2015-7-30 14:21,2014-11-13 0:00,ADMIN. CLOSE,688
II1501210,2015-7-30 17:21,2015-7-30 1:55,ADMIN. CLOSE,751
FI152120496,2015-7-31 22:35,2015-7-31 22:35,ADMIN. CLOSED,698
II1501215,2015-7-31 17:52,2015-7-31 17:52,ARREST,306
II1501217,2015-7-31 22:11,2015-7-31 22:11,ADMIN. CLOSE,499
II1501220,2015-8-1 16:38,2015-8-1 16:38,ARREST,306
II1501224,2015-8-1 23:36,2015-8-1 23:36,ARREST,301
II1501227,2015-8-2 18:47,2015-8-2 18:00,UNFOUNDED,343
II1501156,2015-8-3 8:00,2015-7-21 9:38,ADMIN. CLOSE,447
II1501228,2015-8-3 2:15,2015-8-3 2:15,ARREST,367
FI152160450,2015-8-4 22:06,2015-8-4 22:06,ADMIN. CLOSED,525
II1501234,2015-8-4 2:22,2015-8-4 2:22,ARREST,306
II1501235,2015-8-4 3:26,2015-8-4 3:26,ADMIN. CLOSE,447
II1501242,2015-8-6 23:47,2015-8-6 15:00,ADMIN. CLOSE,751
II1501243,2015-8-7 5:45,2015-8-7 5:45,ADMIN. CLOSE,499
II1501247,2015-8-7 19:28,2015-8-7 19:28,STUDENT DISCIPLINE REFERRAL,703
II1501254,2015-8-10 19:18,2015-8-7 14:00,ADMIN. CLOSE,751
II1501256,2015-8-11 3:16,2015-8-11 3:16,ARREST,711
II1501261,2015-8-12 0:29,2015-8-12 0:29,PENDING,816
II1501262,2015-8-12 12:06,2015-8-6 0:00,ADMIN. CLOSE,343
II1501263,2015-8-12 15:32,2015-8-11 12:00,ADMIN. CLOSE,343
II1501266,2015-8-13 22:15,2015-8-13 22:00,ADMIN. CLOSE,751
II1501267,2015-8-14 2:13,2015-8-14 2:13,ARREST,711
II1501271,2015-8-14 17:41,2015-8-14 17:41,ADMIN. CLOSE,499
II1501274,2015-8-15 17:02,2015-8-15 17:02,ARREST,306
II1501276,2015-8-15 18:00,2015-8-15 18:00,ARREST,306
II1501278,2015-8-16 17:00,2015-8-16 16:58,ADMIN. CLOSE,329
II1501279,2015-8-16 17:31,2015-8-16 17:31,ARREST,501
II1501281,2015-8-16 21:36,2015-8-16 21:36,ARREST,758
CC1504566,2015-8-17 0:00,2015-5-29 3:16,REPORTED TO OTHER AGENCY,494
CC1504660,2015-8-17 0:00,2015-6-1 22:18,REPORTED TO OTHER AGENCY,462
CC1504689,2015-8-17 0:00,2015-6-2 20:03,REPORTED TO OTHER AGENCY,343
CC1504692,2015-8-17 0:00,2015-6-3 0:07,REPORTED TO OTHER AGENCY,717
CC1504715,2015-8-17 0:00,2015-6-3 16:22,REPORTED TO OTHER AGENCY,462
CC1504730,2015-8-17 0:00,2015-5-31 12:00,REPORTED TO OTHER AGENCY,343
CC1504806,2015-8-17 0:00,2015-6-5 9:00,REPORTED TO OTHER AGENCY,751
CC1504827,2015-8-17 0:00,2015-6-6 22:42,REPORTED TO OTHER AGENCY,724
CC1504829,2015-8-17 0:00,2015-6-7 0:25,REPORTED TO OTHER AGENCY,488
CC1504846,2015-8-17 0:00,2015-6-7 14:26,REPORTED TO OTHER AGENCY,751
CC1504864,2015-8-17 0:00,2015-6-8 2:00,REPORTED TO OTHER AGENCY,786
CC1504871,2015-8-17 0:00,2015-6-7 14:00,REPORTED TO OTHER AGENCY,751
CC1504933,2015-8-17 0:00,2015-6-10 13:53,REPORTED TO OTHER AGENCY,462
CC1504954,2015-8-17 0:00,2015-6-10 15:09,REPORTED TO OTHER AGENCY,510
CC1505066,2015-8-17 0:00,2015-6-13 23:00,REPORTED TO OTHER AGENCY,751
CC1505495,2015-8-17 0:00,2015-6-28 21:00,REPORTED TO OTHER AGENCY,751
CC1505596,2015-8-17 0:00,2015-7-1 14:00,REPORTED TO OTHER AGENCY,462
CC1505638,2015-8-17 0:00,2015-6-30 17:00,REPORTED TO OTHER AGENCY,343
CC1505726,2015-8-17 0:00,2015-7-2 19:00,REPORTED TO OTHER AGENCY,462
CC1505966,2015-8-17 0:00,2015-7-13 1:45,REPORTED TO OTHER AGENCY,462
CC1506068,2015-8-17 0:00,2015-7-13 17:00,REPORTED TO OTHER AGENCY,826
CC1506090,2015-8-17 0:00,2015-7-16 8:30,REPORTED TO OTHER AGENCY,738
CC1506097,2015-8-17 0:00,2015-7-16 16:00,REPORTED TO OTHER AGENCY,510
CC1506144,2015-8-17 0:00,2015-6-27 13:00,REPORTED TO OTHER AGENCY,738
CC1506158,2015-8-17 0:00,2015-7-18 4:31,REPORTED TO OTHER AGENCY,462
CC1506219,2015-8-17 0:00,2015-7-20 2:30,REPORTED TO OTHER AGENCY,848
CC1506224,2015-8-17 0:00,2015-7-20 11:15,REPORTED TO OTHER AGENCY,751
CC1506241,2015-8-17 0:00,2015-7-20 23:10,REPORTED TO OTHER AGENCY,684
CC1506283,2015-8-17 0:00,2015-7-11 15:00,REPORTED TO OTHER AGENCY,792
CC1506295,2015-8-17 0:00,2015-7-22 20:21,REPORTED TO OTHER AGENCY,751
CC1506317,2015-8-17 0:00,2015-7-23 16:31,REPORTED TO OTHER AGENCY,343
CC1506383,2015-8-17 0:00,2015-5-15 19:00,REPORTED TO OTHER AGENCY,751
CC1506654,2015-8-17 0:00,2015-8-3 0:06,REPORTED TO OTHER AGENCY,358
CC1506702,2015-8-17 0:00,2015-8-4 13:42,REPORTED TO OTHER AGENCY,745
CC1506779,2015-8-17 0:00,2015-8-6 18:40,REPORTED TO OTHER AGENCY,499
CC1506790,2015-8-17 0:00,2015-8-7 0:23,REPORTED TO OTHER AGENCY,420
CC1506796,2015-8-17 0:00,2015-8-7 8:59,REPORTED TO OTHER AGENCY,786
CC1506840,2015-8-17 0:00,2015-8-6 9:00,REPORTED TO OTHER AGENCY,462
CC1506868,2015-8-17 0:00,2015-8-9 1:58,REPORTED TO OTHER AGENCY,418
CC1506888,2015-8-17 0:00,2015-8-9 21:12,REPORTED TO OTHER AGENCY,462
CC1506919,2015-8-17 0:00,2015-8-3 12:00,REPORTED TO OTHER AGENCY,826
UU1502214,2015-8-17 0:00,2015-5-2 20:12,REPORTED TO OTHER AGENCY,710
UU1502295,2015-8-17 0:00,2015-5-6 23:00,REPORTED TO OTHER AGENCY,648
UU1502740,2015-8-17 0:00,2015-5-29 20:44,REPORTED TO OTHER AGENCY,718
AI152300035,2015-8-18 3:04,2015-8-18 3:04,STUDENT DISCIPLINE REFERRAL,734
FI152300473,2015-8-18 22:46,2015-8-18 22:46,ADMIN. CLOSED,629
II1501290,2015-8-18 18:33,2015-8-18 18:33,ARREST,306
II1501291,2015-8-18 19:23,2015-8-18 19:23,ARREST,306
FI152310020,2015-8-19 0:48,2015-8-19 0:48,STUDENT DISCIPLINE REFERRAL,689
FI152310037,2015-8-19 2:11,2015-8-19 2:11,ADMIN. CLOSED,689
II1501293,2015-8-19 7:00,2015-8-19 6:00,ADMIN. CLOSE,499
II1501295,2015-8-19 15:55,2015-8-19 8:00,ADMIN. CLOSE,751
II1501297,2015-8-19 17:10,2015-8-17 17:00,ADMIN. CLOSE,397
II1501298,2015-8-20 2:00,2015-8-20 1:59,ARREST,306
AI152330072,2015-8-21 3:45,2015-8-21 3:45,STUDENT DISCIPLINE REFERRAL,734
FI152330016,2015-8-21 0:46,2015-8-21 0:46,STUDENT DISCIPLINE REFERRAL,594
II1501308,2015-8-21 1:08,2015-8-21 1:08,STUDENT DISCIPLINE REFERRAL,692
II1501309,2015-8-21 2:50,2015-8-21 2:50,ARREST,300
II1501322,2015-8-21 19:49,2015-8-20 20:00,ADMIN. CLOSE,532
II1501323,2015-8-21 23:04,2015-8-21 22:54,ADMIN. CLOSE,462
FI152340027,2015-8-22 0:53,2015-8-22 0:53,STUDENT DISCIPLINE REFERRAL,734
II1501328,2015-8-22 10:18,2015-8-22 10:18,ADMIN. CLOSE,407
II1501333,2015-8-22 20:10,2015-8-22 20:05,PENDING,510
AI152350006,2015-8-23 12:18,2015-8-23 12:18,STUDENT DISCIPLINE REFERRAL,734
AR152350045,2015-8-23 0:30,2015-8-23 0:30,STUDENT DISCIPLINE REFERRAL,734
FI152350105,2015-8-23 2:30,2015-8-23 2:30,ADMIN. CLOSED,594
00991-2015,2015-8-24 8:00,2015-4-18 3:21,ADMIN CLOSED,698
CC1507013,2015-8-24 0:00,2015-6-30 0:01,REPORTED TO OTHER AGENCY,462
II1501342,2015-8-24 0:44,2015-8-24 0:44,ADMIN. CLOSE,378
II1501343,2015-8-24 2:45,2015-8-23 2:45,ARREST,692
II1501350,2015-8-24 16:31,2015-8-24 7:15,ADMIN. CLOSE,826
II1501353,2015-8-24 21:43,2015-8-24 21:43,ARREST,306
II1501354,2015-8-24 21:49,2015-8-24 21:49,PENDING,606
AI152380061,2015-8-26 2:55,2015-8-26 2:55,STUDENT DISCIPLINE REFERRAL,734
FI152380061,2015-8-26 2:57,2015-8-26 2:57,ADMIN. CLOSED,734
II1501367,2015-8-26 0:44,2015-8-26 0:44,ARREST,663
II1501368,2015-8-26 1:17,2015-8-26 1:17,ARREST,438
II1501370,2015-8-26 9:53,2015-8-25 19:30,ADMIN. CLOSE,606
CC1506946,2015-8-27 0:00,2015-6-4 8:00,REPORTED TO OTHER AGENCY,738
CC1507008,2015-8-27 0:00,2015-8-13 0:01,REPORTED TO OTHER AGENCY,738
CC1507206,2015-8-27 0:00,2015-8-18 19:00,REPORTED TO OTHER AGENCY,751
CC1507235,2015-8-27 0:00,2015-8-18 12:00,REPORTED TO OTHER AGENCY,343
CC1507325,2015-8-27 0:00,2015-8-20 17:00,REPORTED TO OTHER AGENCY,606
CC1507362,2015-8-27 0:00,2015-8-22 4:30,REPORTED TO OTHER AGENCY,717
II1501379,2015-8-27 0:52,2015-8-27 0:52,ADMIN. CLOSE,499
II1501380,2015-8-27 3:02,2015-8-27 3:02,ADMIN. CLOSE,300
CC1506520,2015-8-28 0:00,2015-7-30 5:00,REPORTED TO OTHER AGENCY,738
CC1506528,2015-8-28 0:00,2015-7-30 8:15,REPORTED TO OTHER AGENCY,462
