Incident;Date reported;Time reported;Date occurred;Time occurred;General Location;Crime Description;Disposition
;;;;;;;
II1301416;8/14/2013;7:23:00 p. m.;8/14/2013;7:23:00 p. m.;BASKETBALL COURTS;TRESPASS-STATE SUPPORTED;ARREST
;;;;;;LAND;
II1301410;8/14/2013;12:36:00 a. m.;8/14/2013;12:36:00 a. m.;blk of GREEN E;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301415;8/14/2013;10:00:00 a. m.;8/14/2013;10:00:00 a. m.;COORDINATED SCIENCE LAB;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301422;8/15/2013;4:54:00 p. m.;8/15/2013;4:10:00 p. m.;BECKMAN;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301421;8/15/2013;2:39:00 p. m.;8/15/2013;2:39:00 p. m.;400 blk of STOUGHTON E;WARRANT-IN STATE;ARREST
;;;;;;;
II1301423;8/16/2013;1:46:00 a. m.;8/15/2013;11:47:00 p. m.;SPRINGFIELD / LINCOLN;WARRANT-IN STATE;ARREST
;;;;;;;
II1301423;8/16/2013;1:46:00 a. m.;8/15/2013;11:47:00 p. m.;SPRINGFIELD / LINCOLN;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1301425;8/16/2013;4:30:00 p. m.;8/16/2013;1:29:00 p. m.;1400 blk of GREGORY W;OBSTRUCTING JUSTICE;ARREST
;;;;;;;
II1301428;8/16/2013;11:45:00 p. m.;8/16/2013;11:45:00 p. m.;LINCOLN AVE / GREEN ST;WARRANT-IN STATE;ARREST
;;;;;;;
II1301429;8/17/2013;2:46:00 a. m.;8/17/2013;2:43:00 a. m.;WRIGHT S / SPRINGFIELD;ROBBERY;ARREST
;;;;;;;
II1301426;8/17/2013;7:26:00 a. m.;8/12/2013;8:00:00 a. m.;PARKING LOT C-10;BURGLARY FROM MOTOR;ADMIN. CLOSE
;;;;;;VEHICLE;
II1301430;8/17/2013;7:37:00 p. m.;8/17/2013;7:37:00 p. m.;BASKETBALL COURT;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301431;8/17/2013;9:26:00 p. m.;8/17/2013;9:26:00 p. m.;MATTHEW S / GOODWIN;ROBBERY-AGGRAVATED;ADMIN. CLOSE
;;;;;;;
FI132290009;8/17/2013;12:17:00 a. m.;8/17/2013;12:17:00 a. m.;Sixth/Green;Liquor;ADMIN. CLOSED
;;;;;;;
FI132290031;8/17/2013;1:23:00 a. m.;8/17/2013;1:23:00 a. m.;Parking Lot D-15;Public Urination;ADMIN. CLOSED
;;;;;;;
FI132290088;8/17/2013;3:38:00 a. m.;8/17/2013;3:38:00 a. m.;Third/Chalmers;Disorderly Conduct;ADMIN. CLOSED
;;;;;;;
FI132290417;8/17/2013;8:43:00 p. m.;8/17/2013;8:43:00 p. m.;Alpha Chi Rho;Fireworks;ADMIN. CLOSED
;;;;;;;
FI132290328;8/17/2013;5:15:00 p. m.;8/17/2013;5:15:00 p. m.;Stadium/Oak;Liquor;ADMIN. CLOSED
;;;;;;;
FI132290501;8/17/2013;11:18:00 p. m.;8/17/2013;11:18:00 p. m.;First/Daniel;Public Urination;ADMIN CLOSED
;;;;;;;
II1301432;8/18/2013;2:24:00 a. m.;8/18/2013;12:43:00 a. m.;GREEN / WRIGHT;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1301435;8/18/2013;8:51:00 p. m.;8/18/2013;8:50:00 p. m.;FOURTH / HEALEY;WARRANT-IN STATE;ARREST
;;;;;;;
II1301433;8/18/2013;2:13:00 a. m.;8/18/2013;2:13:00 a. m.;WRIGHT / HEALEY;ASSIST BATTERY;ADMIN. CLOSE
;;;;;;;
II1301433;8/18/2013;2:13:00 a. m.;8/18/2013;2:13:00 a. m.;WRIGHT / HEALEY;ASSIST BATTERY;ADMIN. CLOSE
;;;;;;;
CC1307567;8/18/2013;12:00:00 a. m.;8/18/2013;2:12:00 a. m.;GREEN E / SIXTH;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
FI132300030;8/18/2013;12:58:00 a. m.;8/18/2013;12:58:00 a. m.;200 E Green;Liquor;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132300043;8/18/2013;1:44:00 a. m.;8/18/2013;1:44:00 a. m.;First/Green;Liquor;ADMIN. CLOSED
;;;;;;;
AR132290519;8/18/2013;11:54:00 p. m.;8/18/2013;11:54:00 p. m.;Fourth/Green;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AR132300068;8/18/2013;2:36:00 a. m.;8/18/2013;2:36:00 a. m.;IUB;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AR132300008;8/18/2013;12:11:00 a. m.;8/18/2013;12:11:00 a. m.;Parking Lot C-7;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301438;8/19/2013;12:08:00 p. m.;8/19/2013;11:15:00 a. m.;ISR;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301440;8/19/2013;4:46:00 p. m.;8/19/2013;2:00:00 p. m.;IUB;BURGLARY FROM MOTOR;ADMIN. CLOSE
;;;;;;VEHICLE;
II1301437;8/19/2013;10:54:00 a. m.;8/19/2013;8:50:00 a. m.;ILLINI UNION;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
FI132310019;8/19/2013;1:18:00 a. m.;8/19/2013;1:18:00 a. m.;Fifth/Green;Public Urination;ADMIN. CLOSED
;;;;;;;
FI132310495;8/19/2013;9:17:00 p. m.;8/19/2013;9:17:00 p. m.;Sixth/Green;Liquor;ADMIN. CLOSED
;;;;;;;
FI132310013;8/19/2013;12:51:00 a. m.;8/19/2013;12:51:00 a. m.;100 W Green;Trepass;ADMIN. CLOSED
;;;;;;;
II1301442;8/20/2013;12:53:00 a. m.;8/20/2013;12:53:00 a. m.;LINCOLN AVE / ILLINOIS ST;WARRANT-IN STATE;ARREST
;;;;;;;
II1301443;8/20/2013;9:15:00 a. m.;8/15/2013;12:01:00 a. m.;PARKING LOT E-14;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301445;8/20/2013;11:40:00 a. m.;8/16/2013;6:30:00 a. m.;MEDICAL SCIENCE;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301448;8/20/2013;11:23:00 p. m.;8/20/2013;5:09:00 p. m.;CIRCLE K GAS STATION;WARRANT-IN STATE;ARREST
;;;;;;;
II1301449;8/20/2013;5:38:00 p. m.;8/19/2013;8:00:00 a. m.;ILLINI UNION;THEFT UNDER;PENDING
;;;;;;;
II1301450;8/20/2013;8:52:00 p. m.;8/20/2013;8:52:00 p. m.;BASKETBALL COURTS;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
FI132320031;8/20/2013;1:04:00 a. m.;8/20/2013;1:04:00 a. m.;Fifth/Green;Liquor;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132320160;8/20/2013;9:45:00 a. m.;8/20/2013;9:45:00 a. m.;IKENBERRY NORTH;DRUGS;ADMIN CLOSED
;;;;;;;
II1301452;8/21/2013;12:01:00 p. m.;8/14/2013;12:01:00 a. m.;ILLINI UNION;RECOVERED PROPERTY ONLY;PENDING
;;;;;;;
II1301451;8/21/2013;8:53:00 a. m.;8/21/2013;1:15:00 a. m.;WESTON RESIDENCE HALL;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301454;8/21/2013;3:50:00 p. m.;8/1/2013;12:00:00 a. m.;NEWMARK CIVIL ENGINEERING;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301455;8/21/2013;5:31:00 p. m.;8/21/2013;5:31:00 p. m.;FOURTH ST / JOHN STREET;THEFT-LOST/MISLAID PROPERTY;ARREST
;;;;;;;
FI132330029;8/21/2013;1:50:00 a. m.;8/21/2013;1:50:00 a. m.;Sixth/Green;Liquor;ADMIN CLOSED
;;;;;;;
FI132330015;8/21/2013;2:36:00 a. m.;8/21/2013;2:36:00 a. m.;THIRD/DANIELS;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132330015;8/21/2013;12:46:00 a. m.;8/21/2013;12:46:00 a. m.;IRWIN ACADEMIC SERV;PUBLIC URINATION;ADMIN CLOSED
;;;;;;;
FI132330015;8/21/2013;12:46:00 a. m.;8/21/2013;12:46:00 a. m.;IRWIN ACADEMIC SERV;PUBLIC URINATION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132330042;8/21/2013;2:36:00 a. m.;8/21/2013;2:36:00 a. m.;THIRD/DANIELS;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AI132330061;8/21/2013;3:58:00 a. m.;8/21/2013;3:58:00 a. m.;Scott Hall;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301463;8/22/2013;11:53:00 p. m.;8/22/2013;10:20:00 p. m.;GOODWIN / SPRINGFIELD;WARRANT-IN STATE;ARREST
;;;;;;;
II1301463;8/22/2013;11:53:00 p. m.;8/22/2013;10:20:00 p. m.;GOODWIN / SPRINGFIELD;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301462;8/22/2013;11:26:00 p. m.;8/22/2013;3:40:00 p. m.;FOURTH STREET S / ST. MARY'S;THEFT OVER;ARREST
;;;;;ROAD;;
II1301465;8/22/2013;11:58:00 p. m.;8/22/2013;11:58:00 p. m.;SIXTH / ARMORY;MIP;ARREST
;;;;;;;
II1301462;8/22/2013;11:26:00 p. m.;8/22/2013;3:40:00 p. m.;FOURTH STREET S / ST. MARY'S;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;ROAD;;
FI132340019;8/22/2013;12:38:00 a. m.;8/22/2013;12:38:00 a. m.;Parking Lot C-10;THEFT;ADMIN CLOSED
;;;;;;;
FI132340046;8/22/2013;1:33:00 a. m.;8/22/2103;1:33:00 a. m.;300 E White St;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132340066;8/22/2013;2:41:00 a. m.;8/22/2013;2:41:00 a. m.;Lincoln Hall;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132340464;8/22/2013;7:06:00 p. m.;8/22/2013;7:06:00 p. m.;PARKING LOT B-4;PUBLIC URINATION;ADMIN CLOSED
;;;;;;;
FI132340369;8/22/2013;3:29:00 p. m.;8/22/2013;3:29:00 p. m.;IUB;DISORDERLY CONDUCT;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132340069;8/22/2013;2:48:00 a. m.;8/22/2103;2:48:00 a. m.;Busey-Evans Resd Hall;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AI132340008;8/22/2013;12:19:00 a. m.;8/22/2013;12:19:00 a. m.;HOPKINS HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301464;8/23/2013;11:48:00 p. m.;8/22/2013;11:48:00 p. m.;200 blk of DANIEL ST E;RESISTING/OBSTR. OFFICER;ARREST
;;;;;;;
II1301475;8/23/2013;9:46:00 p. m.;8/23/2013;9:46:00 p. m.;600 blk of GREEN E;RESIST/OBSTRUCT/DISARM AN;ARREST
;;;;;;OFFICER;
II1301475;8/23/2013;9:46:00 p. m.;8/23/2013;9:46:00 p. m.;600 blk of GREEN E;WARRANT-IN STATE;ARREST
;;;;;;;
II1301466;8/23/2013;4:45:00 a. m.;8/23/2013;3:03:00 a. m.;SIXTH S / ARMORY;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1301472;8/23/2013;8:22:00 p. m.;8/23/2013;8:21:00 p. m.;THIRD ST / CHURCH ST;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1301476;8/23/2013;9:26:00 p. m.;8/23/2013;9:24:00 p. m.;HOPKINS RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132350031;8/23/2013;1:11:00 a. m.;8/23/2013;1:11:00 a. m.;FOURTH/ARMORY;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132350025;8/23/2013;12:54:00 a. m.;8/23/2013;12:54:00 a. m.;FOURTH/JOHN;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132350004;8/23/2013;12:09:00 a. m.;8/23/2013;12:09:00 a. m.;509 E GREEN;PUBLIC URINATION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132350054;8/23/2013;2:05:00 a. m.;8/23/2013;2:05:00 a. m.;PARKING LOT C-10;LIQUOR;ADMIN CLOSED
;;;;;;;
FI132350339;8/23/2013;3:48:00 p. m.;8/23/2013;3:48:00 p. m.;CAREER CENTER;DISORDERLY CONDUCT;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132350320;8/23/2013;2:59:00 p. m.;8/23/2013;2:59:00 p. m.;POST I;THREATS;ADMIN CLOSED
;;;;;;;
AI132350059;8/23/2013;2:18:00 a. m.;8/23/2013;2:18:00 a. m.;ILLINI UNION;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AI132350075;8/23/2013;2:46:00 a. m.;8/23/2013;2:46:00 a. m.;TAFT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1508-2013;8/23/2013;9:38:00 a. m.;8/20/2013;9:35:00 p. m.;BABCOCK HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1509-2013;8/23/2013;9:35:00 a. m.;8/21/2013;3:50:00 a. m.;SCOTT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1517-2013;8/23/2013;9:07:00 a. m.;8/23/2013;12:10:00 a. m.;BOUSFIELD HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1518-2013;8/23/2013;9:04:00 a. m.;8/23/2013;2:33:00 a. m.;BUSEY HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301478;8/24/2013;2:14:00 a. m.;8/23/2013;2:00:00 p. m.;NCSA;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301477;8/24/2013;1:23:00 a. m.;8/24/2013;1:23:00 a. m.;RED LION;FIGHTING;ARREST
;;;;;;;
II1301481;8/24/2013;4:03:00 a. m.;8/24/2013;4:03:00 a. m.;ARMORY AVE E / FIRST;CRIMINAL DAMAGE TO PROPERTY;ARREST
;;;;;;;
II1301481;8/24/2013;4:03:00 a. m.;8/24/2013;4:03:00 a. m.;ARMORY AVE E / FIRST;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
II1301481;8/24/2013;4:03:00 a. m.;8/24/2013;4:03:00 a. m.;ARMORY AVE E / FIRST;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301481;8/24/2013;4:03:00 a. m.;8/24/2013;4:03:00 a. m.;ARMORY AVE E / FIRST;RESIST/OBSTRUCT/DISARM AN;ARREST
;;;;;;OFFICER;
II1301481;8/24/2013;4:03:00 a. m.;8/24/2013;4:03:00 a. m.;ARMORY AVE E / FIRST;BRIBERY;ARREST
;;;;;;;
II1301479;8/24/2013;2:00:00 a. m.;8/24/2013;2:00:00 a. m.;WRIGHT STREET S / JOHN;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1301479;8/24/2013;2:00:00 a. m.;8/24/2013;2:00:00 a. m.;WRIGHT STREET S / JOHN;BREATH ALCOHOL OVER LIMIT;ARREST
;;;;;;;
II1301482;8/24/2013;9:21:00 a. m.;8/24/2013;9:21:00 a. m.;THE WHOPPER;WARRANT-IN STATE;ARREST
;;;;;;;
II1301487;8/24/2013;7:30:00 p. m.;8/24/2013;7:30:00 p. m.;LUNDGREN RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;PENDING
;;;;;;;
II1301487;8/24/2013;7:30:00 p. m.;8/24/2013;7:30:00 p. m.;LUNDGREN RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
II1301489;8/24/2013;10:46:00 p. m.;8/24/2013;10:46:00 p. m.;MAIN / VINE;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE
;;;;;;;
II1301489;8/24/2013;10:46:00 p. m.;8/24/2013;10:46:00 p. m.;MAIN / VINE;CONTROLLED SUBSTANCE-;ARREST
;;;;;;POSSESSION;
II1301489;8/24/2013;10:46:00 p. m.;8/24/2013;10:46:00 p. m.;MAIN / VINE;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
II1301488;8/24/2013;7:36:00 p. m.;8/24/2013;3:05:00 p. m.;ALLEN RESIDENCE HALL;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301477;8/24/2013;1:23:00 a. m.;8/24/2013;1:23:00 a. m.;RED LION;BATTERY-AGGRAVATED;CLEARED EXCEPT.
;;;;;;;REFUSAL TO COO
II1301477;8/24/2013;1:23:00 a. m.;8/24/2013;1:23:00 a. m.;RED LION;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
FI132360032;8/24/2013;12:46:00 a. m.;8/24/2013;12:46:00 a. m.;ILLINI UNION;DRUGS;ADMIN CLOSED
;;;;;;;
FI132360032;8/24/2013;12:46:00 a. m.;8/24/2013;12:46:00 a. m.;ILLINI UNION;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132360049;8/24/2013;1:15:00 a. m.;8/24/2013;1:15:00 a. m.;NEVADA/GOODWIN;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132360061;8/24/2013;1:40:00 a. m.;8/24/2013;1:40:00 a. m.;WALGREENS-GREEN;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132360071;8/24/2013;1:45:00 a. m.;8/24/2013;1:45:00 a. m.;SIXTH/DANIEL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132360095;8/24/2013;2:32:00 a. m.;8/24/2013;2:32:00 a. m.;HARVEY/STOUGHTON;CRIMINAL DAMAGE;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132360569;8/24/2013;11:06:00 p. m.;8/24/2013;11:06:00 p. m.;OAK ST LIBRARY;TRESPASS;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132360592;8/24/2013;11:44:00 p. m.;8/24/2013;11:44:00 p. m.;SIXTH/GREEN;LIQUOR;ADMIN CLOSED
;;;;;;;
AI132360474;8/24/2013;8:19:00 p. m.;8/24/2013;8:19:00 p. m.;OGLESBY HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AI132360011;8/24/2013;12:16:00 a. m.;8/24/2013;12:16:00 a. m.;Scott Hall;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AI132360130;8/24/2013;3:47:00 a. m.;8/24/2013;3:47:00 a. m.;QUAD;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301490;8/25/2013;1:07:00 a. m.;8/25/2013;1:07:00 a. m.;GREEN / FOURTH;RESISTING/OBSTR. OFFICER;ARREST
;;;;;;;
II1301490;8/25/2013;1:07:00 a. m.;8/25/2013;1:07:00 a. m.;GREEN / FOURTH;MIP;ARREST
;;;;;;;
II1301483;8/25/2013;3:08:00 p. m.;8/24/2013;12:30:00 p. m.;ARC;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301491;8/25/2013;1:16:00 a. m.;8/25/2013;1:16:00 a. m.;AT&T BUILDING;OBSTRUCTING JUSTICE;PENDING
;;;;;;;
II1301491;8/25/2013;1:16:00 a. m.;8/25/2013;1:16:00 a. m.;AT&T BUILDING;RESIST/OBSTRUCT/DISARM AN;PENDING
;;;;;;OFFICER;
II1301491;8/25/2013;1:16:00 a. m.;8/25/2013;1:16:00 a. m.;AT&T BUILDING;OBSTRUCTING IDENTIFICATION;ARREST
;;;;;;;
II1301494;8/25/2013;5:18:00 p. m.;8/24/2013;7:30:00 a. m.;PARKING LOT C-10;CRIMINAL DAMAGE TO PROPERTY;ADMIN. CLOSE
;;;;;;;
II1301492;8/25/2013;4:03:00 p. m.;8/25/2013;4:03:00 p. m.;ILLINI UNION BOOKSTORE;THEFT-RETAIL;ARREST
;;;;;;;
CC1307830;8/25/2013;12:00:00 a. m.;8/25/2013;2:53:00 a. m.;S SECOND / DANIEL;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
FI132370069;8/25/2013;12:19:00 a. m.;8/25/2013;1:19:00 a. m.;500 E DANIEL;PUBLIC URINATION;ADMIN CLOSED
;;;;;;;
FI132370064;8/25/2013;1:14:00 a. m.;8/25/2013;1:14:00 a. m.;500 E DANIEL;PUBLIC URINATION;ADMIN CLOSED
;;;;;;;
FI132370017;8/25/2013;12:18:00 a. m.;8/25/2013;12:18:00 a. m.;900-BLK S FOURTH;PUBLIC URINATION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132370068;8/25/2013;1:24:00 a. m.;8/25/2013;1:24:00 a. m.;ILLINI GROVE;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132370086;8/25/2013;1:44:00 a. m.;8/25/2013;1:44:00 a. m.;SNYDER HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132370160;8/25/2013;4:08:00 a. m.;8/25/2013;4:08:00 a. m.;PARKING LOT C-10;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AI132370024;8/25/2013;12:22:00 a. m.;8/25/2013;12:22:00 a. m.;900-BLK S FOURTH;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AI132370106;8/25/2013;2:07:00 a. m.;8/25/2013;2:07:00 a. m.;501 E HEALEY;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AI132370040;8/25/2013;12:41:00 a. m.;8/25/2013;12:41:00 a. m.;SHERMAN HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301502;8/26/2013;3:19:00 p. m.;8/26/2013;1:00:00 a. m.;WARDALL RESIDENCE HALL;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301500;8/26/2013;3:35:00 p. m.;7/4/2013;12:01:00 a. m.;SHERMAN RESIDENCE HALL;FRAUD-CREDIT CARD;PENDING
;;;;;;;
II1301506;8/26/2013;6:20:00 p. m.;8/20/2013;6:00:00 a. m.;FLORIDA AVE RESIDENCE HAL;THEFT UNDER;PENDING
;;;;;;;
II1301503;8/26/2013;2:54:00 p. m.;8/26/2013;2:54:00 p. m.;ILLINI UNION BOOKSTORE;THEFT-RETAIL;ARREST
;;;;;;;
II1301504;8/26/2013;4:10:00 p. m.;8/25/2013;2:30:00 a. m.;ASIAN AMERICAN STUDIES;CRIMINAL DAMAGE GOVT;ADMIN. CLOSE
;;;;;;SUPPORT PROP;
II1301507;8/26/2013;6:54:00 p. m.;6/15/2013;12:01:00 a. m.;ILLINI UNION;THEFT OVER;ADMIN. CLOSE
;;;;;;;
FI132380001;8/26/2013;12:05:00 a. m.;8/26/2013;12:05:00 a. m.;DANIEL/FOURTH;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132380032;8/26/2013;1:20:00 a. m.;8/26/2013;1:20:00 a. m.;300 E DANIEL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1520-2013;8/26/2013;9:47:00 a. m.;8/23/2013;9:00:00 p. m.;HOPKINS HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1522-2013;8/26/2013;10:33:00 a. m.;8/23/2013;11:30:00 p. m.;SHELDON HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1528-2013;8/26/2013;10:16:00 a. m.;8/25/2013;1:40:00 a. m.;LUNDGREN HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1530-2013;8/26/2013;10:51:00 a. m.;8/25/2013;12:40:00 a. m.;ALLEN HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1531-2013;8/26/2013;9:50:00 a. m.;8/25/2013;1:35:00 a. m.;SNYDER HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301499;8/27/2013;1:41:00 p. m.;8/22/2013;3:00:00 p. m.;ARC;THEFT UNDER;UNFOUNDED
;;;;;;;
II1301515;8/27/2013;8:24:00 p. m.;8/27/2013;5:40:00 p. m.;BIF;THEFT OVER;ADMIN. CLOSE
;;;;;;;
II1301517;8/27/2013;10:10:00 p. m.;8/27/2013;10:10:00 p. m.;GRAINGER LIBRARY;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301514;8/27/2013;8:42:00 p. m.;8/27/2013;8:42:00 p. m.;KILLARNEY W / LINCOLN;ASSIST/K-9;ADMIN. CLOSE
;;;;;;;
FI132390042;8/27/2013;1:13:00 a. m.;8/27/2013;1:13:00 a. m.;105 E GREEN;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132390080;8/27/2013;2:51:00 a. m.;8/27/2013;2:51:00 a. m.;CIRCLE K-LINCOLN;PUBLIC URINATION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132390593;8/27/2013;11:43:00 p. m.;8/27/2013;11:43:00 p. m.;QUAD;LIQUOR;ADMIN CLOSED
;;;;;;;
FI132390049;8/27/2013;1:27:00 a. m.;8/27/2013;1:27:00 a. m.;700 S FIFTH;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132390460;8/27/2013;6:25:00 p. m.;8/27/2013;6:25:00 p. m.;BUSEY-EVAN RESD HALL;DISORDERLY CONDUCT;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132390352;8/27/2013;2:51:00 p. m.;8/27/2013;2:51:00 p. m.;SIXTH/GREEN;LIQUOR;ADMIN CLOSED
;;;;;;;
AI132390581;8/27/2013;11:12:00 p. m.;8/27/2013;11:12:00 p. m.;SIXTH/JOHN;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1532-2013;8/27/2013;1:04:00 p. m.;8/25/2013;2:25:00 a. m.;SNYDER HALL;UNAUTHORIZED ENTRY;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301518;8/28/2013;5:34:00 a. m.;8/28/2013;12:47:00 a. m.;500 blk of STOUGHTON E;ASSIST CPD ROBBERY;ADMIN. CLOSE
;;;;;;;
II1301524;8/28/2013;5:23:00 p. m.;8/28/2013;5:23:00 p. m.;COUNTY MARKET;WARRANT-IN STATE;ARREST
;;;;;;;
II1301528;8/28/2013;8:45:00 p. m.;8/28/2013;8:44:00 p. m.;200 blk of WRIGHT N;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301519;8/28/2013;2:55:00 a. m.;8/28/2013;2:55:00 a. m.;WHITE / WRIGHT;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301530;8/28/2013;10:26:00 p. m.;8/28/2013;10:21:00 p. m.;LUNDGREN RESIDENCE HALL;CRIMINAL DAMAGE GOVT;STUDENT DISCIPLINE
;;;;;;SUPPORT PROP;REFERRAL
II1301532;8/28/2013;11:26:00 p. m.;8/28/2013;11:26:00 p. m.;THIRD STREET S / GREEN ST.;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
FI132390049;8/28/2013;7:16:00 p. m.;8/28/2013;7:16:00 p. m.;700 S GREGORY;NOISE;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132400525;8/28/2013;9:32:00 p. m.;8/28/2013;9:32:00 p. m.;52 E GREGORY;DOMESTIC;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301529;8/29/2013;1:51:00 a. m.;8/28/2013;9:28:00 p. m.;GOODWIN AVE N / STOUGHTON;TRESPASS-STATE SUPPORTED;PENDING
;;;;;;LAND;
