Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition
,,,,,,,AGENCY
CC1404101,6/4/2014,12:00:00 a. m.,4/29/2014,11:20:00 p. m.,CLYBOURNE,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404097,6/4/2014,12:00:00 a. m.,1/16/2014,6:00:00 p. m.,RED LION,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404094,6/4/2014,12:00:00 a. m.,3/8/2014,12:00:00 a. m.,JOES BREWERY,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1403999,6/4/2014,12:00:00 a. m.,3/1/2014,10:00:00 p. m.,JOE'S BRWERY,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1403651,6/4/2014,12:00:00 a. m.,8/25/2013,5:00:00 p. m.,JOE'S BREWERY,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1403742,6/4/2014,12:00:00 a. m.,5/3/2014,9:45:00 p. m.,1 MAIN,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1403872,6/4/2014,12:00:00 a. m.,5/7/2014,10:39:00 p. m.,600 blk of E DANIEL ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1403887,6/4/2014,12:00:00 a. m.,5/8/2014,1:00:00 a. m.,RED LION,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1403952,6/4/2014,12:00:00 a. m.,5/9/2014,9:29:00 p. m.,blk of FOURTH ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1403876,6/4/2014,12:00:00 a. m.,5/7/2014,11:00:00 p. m.,ITS BROTHERS ABR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
FI141550038,6/4/2014,2:26:00 a. m.,6/4/2014,2:26:00 a. m.,WRIGHT/JOHN,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401043,6/5/2014,10:07:00 a. m.,5/31/2014,6:19:00 p. m.,ARC,CRIMINAL DAMAGE GOVT SUPPORT,ARREST
,,,,,,PROP,
II1401047,6/5/2014,10:15:00 p. m.,6/5/2014,10:15:00 p. m.,NEIL ST / BUENA VISTA,POSS OF DRUG PARAPHENALIA,ARREST
,,,,,,,
II1401047,6/5/2014,10:15:00 p. m.,6/5/2014,10:15:00 p. m.,NEIL ST / BUENA VISTA,POSSESSION OF CANNABIS,ARREST
,,,,,,,
CC1403884,6/5/2014,12:00:00 a. m.,5/8/2014,12:10:00 a. m.,JOES BREWERY,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1403712,6/5/2014,12:00:00 a. m.,5/3/2014,12:18:00 a. m.,HIGH DIVE BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
II1401049,6/6/2014,7:01:00 p. m.,6/6/2014,7:01:00 p. m.,COUNTY MARKET,FORGERY,ARREST
,,,,,,,
II1401049,6/6/2014,7:01:00 p. m.,6/6/2014,7:01:00 p. m.,COUNTY MARKET,THEFT UNDER,ARREST
,,,,,,,
II1401049,6/6/2014,7:01:00 p. m.,6/6/2014,7:01:00 p. m.,COUNTY MARKET,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE
,,,,,,,
II1401050,6/6/2014,8:43:00 p. m.,6/6/2014,8:43:00 p. m.,CUNNINGHAM AV / OAKLAND,ASSIST UPD W/K-9,ADMIN. CLOSE
,,,,,,,
FI141570049,6/6/2014,2:26:00 a. m.,6/6/2014,2:26:00 a. m.,500 E GREEN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401051,6/7/2014,12:40:00 a. m.,6/7/2014,12:40:00 a. m.,200 blk of GREEN ST E,UNLAWFUL POSS FIREARM &,ARREST
,,,,,,AMMUNITION,
II1401052,6/7/2014,1:32:00 a. m.,6/7/2014,1:31:00 a. m.,500 blk of KIRBY AVE E,CONTROLLED SUBSTANCE-,ARREST
,,,,,,POSSESSION,
II1401053,6/7/2014,7:58:00 a. m.,6/7/2014,2:22:00 a. m.,HUFF HALL,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE
,,,,,,PROP,
II1401054,6/7/2014,10:42:00 a. m.,6/7/2014,10:42:00 a. m.,MICHIGAN / RACE,ASSIST UPD W/DISORDERLY,ADMIN. CLOSE
,,,,,,,
II1401057,6/7/2014,3:27:00 p. m.,6/7/2014,3:27:00 p. m.,I-57 / 229 MILE MARKER,ASSIST W/K-9,ADMIN. CLOSE
,,,,,,,
FI141580389,6/7/2014,8:47:00 p. m.,6/7/2014,8:27:00 p. m.,309 E GREEN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401046,6/8/2014,9:17:00 p. m.,6/5/2014,9:17:00 p. m.,MARKET N / WASHINGTON,ASSIST CPD W/K-9,ADMIN. CLOSE
,,,,,,,
II1401058,6/8/2014,10:44:00 p. m.,6/8/2014,10:44:00 p. m.,RANDOLPH / EUREKA,ASSIST CPD W/K-9,ADMIN. CLOSE
,,,,,,,
FI141590288,6/8/2014,5:24:00 p. m.,6/8/2014,5:24:00 p. m.,MOBIL GAS STATION,LIQUOR,ADMIN. CLOSED
,,,,,,,
II1401059,6/9/2014,12:28:00 a. m.,6/9/2014,12:28:00 a. m.,LOOMIS LAB,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401060,6/9/2014,12:57:00 p. m.,6/9/2014,12:57:00 p. m.,KENNEY GYM,THEFT UNDER,ARREST
,,,,,,,
II1401060,6/9/2014,12:57:00 p. m.,6/9/2014,12:57:00 p. m.,KENNEY GYM,BURGLARY TOOLS-POSSESSION,ARREST
,,,,,,,
II1401060,6/9/2014,12:57:00 p. m.,6/9/2014,12:57:00 p. m.,KENNEY GYM,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401062,6/9/2014,8:21:00 p. m.,6/9/2014,8:21:00 p. m.,FLORIDA AVE S / LINCOLN,WARRANT-IN STATE,ARREST
,,,,,,,
II1401066,6/10/2014,7:27:00 p. m.,6/10/2014,4:45:00 p. m.,SOCCER FIELD,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1401066,6/10/2014,7:27:00 p. m.,6/10/2014,4:45:00 p. m.,SOCCER FIELD,FRAUD-CREDIT CARD,ADMIN. CLOSE
,,,,,,,
II1401068,6/10/2014,11:11:00 p. m.,6/10/2014,11:11:00 p. m.,FIFTH STREET S / SPRINGFIELD AVE,WARRANT-IN STATE,ARREST
,,,,,,,
CC1404384,6/10/2014,12:00:00 a. m.,5/22/2014,1:00:00 a. m.,ALPHA DELTA PHI,BATTERY-DOMESTIC,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404545,6/10/2014,12:00:00 a. m.,5/22/2014,1:45:00 a. m.,300 blk of JOHN ST E,BATTERY-DOMESTIC,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404397,6/10/2014,12:00:00 a. m.,5/3/2014,8:00:00 a. m.,600 blk of STOUGHTON ST,FORGERY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404553,6/10/2014,12:00:00 a. m.,5/27/2014,10:00:00 a. m.,FIFTH ST / E GREEN ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404370,6/10/2014,12:00:00 a. m.,5/21/2014,5:45:00 p. m.,MOBIL SUPER PANTRY,SALE OF TABACCO TO MINOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404489,6/10/2014,12:00:00 a. m.,5/23/2014,10:00:00 p. m.,200 blk of ARMORY E,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404555,6/10/2014,12:00:00 a. m.,5/26/2014,6:00:00 p. m.,300 blk of FIFTH ST S,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404566,6/10/2014,12:00:00 a. m.,5/27/2014,4:00:00 p. m.,COUNTY MARKET,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404352,6/10/2014,12:00:00 a. m.,5/20/2014,6:15:00 p. m.,DEN LIQUORS,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404385,6/10/2014,12:00:00 a. m.,5/9/2014,10:00:00 p. m.,200 blk of JOHN ST E,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404391,6/10/2014,12:00:00 a. m.,5/22/2014,1:15:00 p. m.,400 blk of CLARK ST E,DOMESTIC DISPUTE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404345,6/10/2014,12:00:00 a. m.,5/21/2014,6:40:00 a. m.,STARBUCKS,TRESPASS,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404336,6/10/2014,12:00:00 a. m.,5/20/2014,9:38:00 p. m.,FIFTH ST / WHITE ST,ROBBERY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404342,6/10/2014,12:00:00 a. m.,5/21/2014,2:20:00 a. m.,300 blk of STOUGHTON ST,SIMPLE ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404448,6/10/2014,12:00:00 a. m.,5/22/2014,9:00:00 p. m.,300 blk of E CLARK ST,MOTOR VEHICLE THEFT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404587,6/10/2014,12:00:00 a. m.,5/27/2014,8:00:00 p. m.,600 blk of CLARK ST E,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404417,6/10/2014,12:00:00 a. m.,5/23/2014,3:37:00 a. m.,E GREEN ST / THIRD STREET,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404419,6/10/2014,12:00:00 a. m.,5/23/2014,2:00:00 a. m.,500 blk of THIRD ST S,DISORDERLY CONDUCT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404425,6/10/2014,12:00:00 a. m.,5/6/2014,9:05:00 p. m.,KAM'S BAR,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
II1401069,6/11/2014,5:54:00 p. m.,6/11/2014,2:00:00 p. m.,MAIN LIBRARY,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1401070,6/11/2014,8:19:00 p. m.,6/11/2014,8:19:00 p. m.,HOMETOWN PANTRY,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE
,,,,,,,
II1401073,6/12/2014,10:57:00 a. m.,6/12/2014,10:45:00 a. m.,GRAINGER LIBRARY,THEFT OVER,ARREST
,,,,,,,
II1401076,6/12/2014,8:53:00 p. m.,6/12/2014,8:15:00 p. m.,BASKETBALL COURTS,THEFT OVER,ADMIN. CLOSE
,,,,,,,
II1401077,6/12/2014,2:51:00 p. m.,6/12/2014,2:51:00 p. m.,SIEBEL CENTER,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
CC1404663,6/12/2014,12:00:00 a. m.,5/30/2014,10:30:00 a. m.,200 blk of JOHN ST E,DATING VIOLENCE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404677,6/12/2014,12:00:00 a. m.,5/30/2014,2:10:00 a. m.,SECOND ST S / GREGORY ST E,DECP PRACTICE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404569,6/12/2014,12:00:00 a. m.,5/22/2014,4:00:00 p. m.,1100 blk of EUCLID ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404687,6/12/2014,12:00:00 a. m.,5/31/2014,5:23:00 a. m.,CIRCLE K,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404841,6/12/2014,12:00:00 a. m.,6/2/2014,11:40:00 p. m.,COUNTY MARKET,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404776,6/12/2014,12:00:00 a. m.,6/2/2014,6:00:00 p. m.,CAMPUSTOWN RENTALS,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404777,6/12/2014,12:00:00 a. m.,6/3/2014,5:30:00 a. m.,300 blk of SECOND ST S,AGGRAVATED ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404724,6/12/2014,12:00:00 a. m.,6/1/2014,12:01:00 a. m.,500 blk of E WHITE ST,BURGLARY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404639,6/12/2014,12:00:00 a. m.,5/16/2014,3:05:00 a. m.,300 blk of GREEN ST E,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404686,6/12/2014,12:00:00 a. m.,5/31/2014,2:30:00 a. m.,300 blk of E DANIEL ST,DATING VIOLENCE,REPORTED TO OTHER
,,,,,,,AGENCY
II1401078,6/14/2014,12:27:00 a. m.,6/14/2014,12:27:00 a. m.,THIRD ST S / JOHN ST E,MIP,ARREST
,,,,,,,
II1401079,6/14/2014,2:15:00 a. m.,6/14/2014,2:15:00 a. m.,300 blk of ARMORY AV E,ASSIST CPD,ADMIN. CLOSE
,,,,,,,
II1401081,6/14/2014,7:38:00 p. m.,6/14/2014,7:35:00 p. m.,ORCHARD DOWNS,BATTERY-AGGRAVATED,ADMIN. CLOSE
,,,,,,,
FI141650029,6/14/2014,1:10:00 a. m.,6/14/2014,1:10:00 a. m.,309 CRYSTAL LAKE DR,DOMESTIC,ADMIN. CLOSED
,,,,,,,
II1401083,6/15/2014,12:52:00 a. m.,6/15/2014,12:52:00 a. m.,MECH ENG LAB,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE
,,,,,,PROP,
II1401084,6/15/2014,6:31:00 p. m.,6/15/2014,6:31:00 p. m.,GOODWIN / GREGORY,THEFT UNDER,PENDING
,,,,,,,
II1401084,6/15/2014,6:31:00 p. m.,6/15/2014,6:31:00 p. m.,GOODWIN / GREGORY,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE
,,,,,,,
II1401084,6/15/2014,6:31:00 p. m.,6/15/2014,6:31:00 p. m.,GOODWIN / GREGORY,RESIST/OBSTRUCT/DISARM AN,PENDING
,,,,,,OFFICER,
CC1405182,6/15/2014,12:00:00 a. m.,6/15/2014,1:23:00 a. m.,SCOTT PARK,ROBBERY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405191,6/15/2014,12:00:00 a. m.,6/15/2014,2:41:00 p. m.,WHITE ST / SECOND ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
II1401085,6/16/2014,2:12:00 a. m.,6/16/2014,2:12:00 a. m.,200 blk of GOODWIN S,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1401086,6/16/2014,3:27:00 a. m.,6/16/2014,3:00:00 a. m.,CERAMICS BUILDING,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE
,,,,,,PROP,
II1401087,6/16/2014,8:19:00 a. m.,6/15/2014,6:00:00 p. m.,ILLINI UNION BUS STOP,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1401089,6/16/2014,12:53:00 p. m.,6/16/2014,12:50:00 p. m.,GRAINGER LIBRARY,THEFT OVER,ARREST
,,,,,,,
II1401089,6/16/2014,12:53:00 p. m.,6/16/2014,12:50:00 p. m.,GRAINGER LIBRARY,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401095,6/17/2014,6:55:00 p. m.,6/17/2014,6:55:00 p. m.,500 blk of DUNLAP S,ASSIST CCSO W/K-9,ADMIN. CLOSE
,,,,,,,
II1401096,6/18/2014,12:48:00 a. m.,6/17/2014,11:23:00 p. m.,100 blk of PARK E,CONTROLLED SUBSTANCE-,ARREST
,,,,,,POSSESSION,
II1401096,6/18/2014,12:48:00 a. m.,6/17/2014,11:23:00 p. m.,100 blk of PARK E,OBSTRUCTING JUSTICE,ARREST
,,,,,,,
II1401096,6/18/2014,12:48:00 a. m.,6/17/2014,11:23:00 p. m.,100 blk of PARK E,UNLAWFUL USE OF WEAPONS,ARREST
,,,,,,,
II1401096,6/18/2014,12:48:00 a. m.,6/17/2014,11:23:00 p. m.,100 blk of PARK E,RESIST/OBSTRUCT/DISARM AN,ARREST
,,,,,,OFFICER,
II1401096,6/18/2014,12:48:00 a. m.,6/17/2014,11:23:00 p. m.,100 blk of PARK E,OTHER CRIMINAL OFFENSES,ARREST
,,,,,,,
II1401096,6/18/2014,12:48:00 a. m.,6/17/2014,11:23:00 p. m.,100 blk of PARK E,ARMED VIOLENCE,PENDING
,,,,,,,
II1401096,6/18/2014,12:48:00 a. m.,6/17/2014,11:23:00 p. m.,100 blk of PARK E,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401097,6/18/2014,2:33:00 p. m.,6/18/2014,2:33:00 p. m.,CVS PHARMACY,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401098,6/19/2014,1:08:00 a. m.,6/19/2014,1:08:00 a. m.,FOURTH ST / STOUGHTON,WARRANT-IN STATE,ARREST
,,,,,,,
II1401099,6/19/2014,3:01:00 a. m.,6/19/2014,2:37:00 a. m.,KOTO RAMEN,BURGLARY,ARREST
,,,,,,,
II1401099,6/19/2014,3:01:00 a. m.,6/19/2014,2:37:00 a. m.,KOTO RAMEN,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE
,,,,,,,
II1401103,6/19/2014,5:29:00 p. m.,6/19/2014,4:00:00 p. m.,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST
,,,,,,,
II1401105,6/20/2014,2:18:00 p. m.,6/20/2014,2:15:00 p. m.,SUBWAY,HARASSMENT BY TELEPHONE,ADMIN. CLOSE
,,,,,,,
II1401105,6/20/2014,2:18:00 p. m.,6/20/2014,2:15:00 p. m.,SUBWAY,TELEPHONE THREAT,ADMIN. CLOSE
,,,,,,,
II1401106,6/20/2014,11:13:00 p. m.,6/20/2014,11:13:00 p. m.,ORCHARD DOWNS,MISSING PERSON ADULT/MALE,ADMIN. CLOSE
,,,,,,,
II1401107,6/21/2014,8:33:00 a. m.,6/20/2014,6:30:00 p. m.,HARDING BAND BUILDING,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE
,,,,,,PROP,
II1401108,6/21/2014,2:58:00 p. m.,6/21/2014,2:58:00 p. m.,NEIL ST S / SPRINGFIELD,WARRANT-IN STATE,ARREST
,,,,,,,
II1401108,6/21/2014,2:58:00 p. m.,6/21/2014,2:58:00 p. m.,NEIL ST S / SPRINGFIELD,UNLAWFUL USE OF WEAPONS,ARREST
,,,,,,,
II1401108,6/21/2014,2:58:00 p. m.,6/21/2014,2:58:00 p. m.,NEIL ST S / SPRINGFIELD,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1401108,6/21/2014,2:58:00 p. m.,6/21/2014,2:58:00 p. m.,NEIL ST S / SPRINGFIELD,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
CC1401487,6/21/2014,12:00:00 a. m.,2/21/2014,11:26:00 p. m.,600 blk of DANIEL ST E,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
FI141630423,6/21/2014,10:30:00 p. m.,6/21/2014,10:30:00 p. m.,GOODWIN/SPRINGFIELD,TRESPASS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI141730041,6/21/2014,12:19:00 a. m.,6/21/2014,12:19:00 a. m.,JOE'S BREWERY,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI141720008,6/21/2014,3:38:00 a. m.,6/21/2014,3:38:00 a. m.,309 E CHALMERS,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401111,6/22/2014,9:09:00 p. m.,6/22/2014,9:09:00 p. m.,GREEN ST E / FOURTH ST,WARRANT-IN STATE,ARREST
,,,,,,,
II1401112,6/22/2014,11:19:00 p. m.,6/22/2014,11:19:00 p. m.,SIXTH STREET S / E ARMORY AV,CANNABIS-POSSESSION OVER 30GM,ARREST
,,,,,,,
FI141720075,6/22/2014,1:38:00 a. m.,6/22/2014,1:38:00 a. m.,WRIGHT/DANIEL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI141730048,6/22/2014,2:01:00 a. m.,6/22/2014,2:01:00 a. m.,SIXTH/DANIEL,PUBLIC URINATION,ADMIN. CLOSED
,,,,,,,
FI141730040,6/22/2014,1:36:00 a. m.,6/22/2014,1:36:00 a. m.,WRIGHT/GREEN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401114,6/23/2014,10:39:00 a. m.,6/18/2014,10:00:00 a. m.,KENNY GYM,THEFT OVER,ADMIN. CLOSE
,,,,,,,
II1401118,6/24/2014,1:24:00 p. m.,6/19/2014,7:15:00 p. m.,ILLINI UNION,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1401119,6/25/2014,7:44:00 a. m.,6/25/2014,7:44:00 a. m.,PARKING LOT B-4,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401121,6/25/2014,11:04:00 p. m.,6/22/2014,5:45:00 p. m.,ICE ARENA,THEFT UNDER,UNFOUNDED
,,,,,,,
CC1405175,6/25/2014,12:00:00 a. m.,6/14/2014,10:30:00 p. m.,FAT CITY,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405143,6/25/2014,12:00:00 a. m.,6/14/2014,1:18:00 a. m.,900 blk of FIRST ST S,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405158,6/25/2014,12:00:00 a. m.,6/14/2014,3:00:00 a. m.,800 blk of FIRST ST S,BURGLARY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405152,6/25/2014,12:00:00 a. m.,6/13/2014,6:00:00 p. m.,700 blk of S FIRST ST,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405112,6/25/2014,12:00:00 a. m.,6/13/2014,2:00:00 a. m.,500 blk of WHITE ST E,MOTOR VEHICLE THEFT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405190,6/25/2014,12:00:00 a. m.,6/15/2014,2:15:00 p. m.,CIRCLE K,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405270,6/25/2014,12:00:00 a. m.,6/17/2014,7:40:00 p. m.,600 blk of GREEN ST E,BEGGERS PROHIBITED,REPORTED TO OTHER
,,,,,,,AGENCY
II1401122,6/26/2014,12:55:00 a. m.,6/26/2014,12:55:00 a. m.,LOGAN / LOCUST,POSSESSION OF CANNABIS,ARREST
,,,,,,,
II1401122,6/26/2014,12:55:00 a. m.,6/26/2014,12:55:00 a. m.,LOGAN / LOCUST,WARRANT-IN STATE,ARREST
,,,,,,,
II1401127,6/26/2014,10:35:00 p. m.,6/26/2014,10:35:00 p. m.,LINCOLN AVE / ILLINOIS ST,THEFT-LOST/MISLAID PROPERTY,ADMIN. CLOSE
,,,,,,,
II1401127,6/26/2014,10:35:00 p. m.,6/26/2014,10:35:00 p. m.,LINCOLN AVE / ILLINOIS ST,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401128,6/26/2014,11:06:00 p. m.,6/26/2014,11:06:00 p. m.,FIFTH ST / GREEN ST,WARRANT-IN STATE,ARREST
,,,,,,,
FI141770050,6/26/2014,2:59:00 a. m.,6/26/2014,2:59:00 a. m.,FIFTH/JOHN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401129,6/27/2014,3:58:00 a. m.,6/27/2014,3:58:00 a. m.,GREEN ST W / GOODWIN,LIQUOR-ILLEGAL CONSUMPTION BY,ARREST
,,,,,,MINOR,
II1401129,6/27/2014,3:58:00 a. m.,6/27/2014,3:58:00 a. m.,GREEN ST W / GOODWIN,DISORDERLY CONDUCT-ALL OTHER,ARREST
,,,,,,,
FI141780053,6/27/2014,2:49:00 a. m.,6/27/2014,2:49:00 a. m.,FOURTH/CHALMERS,LIQUOR,ADMIN. CLOSED
,,,,,,,
II1401132,6/28/2014,12:14:00 a. m.,6/28/2014,12:14:00 a. m.,MOBIL GAS STATION,WARRANT-IN STATE,ARREST
,,,,,,,
II1401132,6/28/2014,12:14:00 a. m.,6/28/2014,12:14:00 a. m.,MOBIL GAS STATION,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1401133,6/28/2014,8:20:00 a. m.,6/28/2014,7:14:00 a. m.,IUB,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401134,6/28/2014,7:15:00 p. m.,6/28/2014,7:05:00 p. m.,SOCCER FIELD,BATTERY-AGGRAVATED,ADMIN. CLOSE
,,,,,,,
II1401135,6/29/2014,2:45:00 a. m.,6/29/2014,2:45:00 a. m.,WRIGHT ST / SPRINGFIELD AVE,ASSIST CPD W/ARMED SUBJECT,ADMIN. CLOSE
,,,,,,,
CC1405658,6/29/2014,12:00:00 a. m.,6/29/2014,2:45:00 a. m.,500 blk of S SIXTH ST,AGGRAVATED ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
AR141800020,6/29/2014,12:49:00 a. m.,6/29/2014,12:49:00 a. m.,TOWERS AT THRID,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401136,6/30/2014,12:53:00 p. m.,6/29/2014,12:53:00 p. m.,RANTOUL,METRO ACTIVATION,ADMIN. CLOSE
,,,,,,,
II1401141,6/30/2014,4:04:00 p. m.,6/30/2014,4:03:00 p. m.,PARKING LOT B-4,WARRANT-IN STATE,ARREST
,,,,,,,
UU1403526,6/30/2014,12:00:00 a. m.,6/21/2014,1:08:00 a. m.,600 blk of ILLINOIS ST W,NOISE VIOLATION,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405049,6/30/2014,12:00:00 a. m.,6/7/2014,6:30:00 p. m.,300 blk of FIFTH ST S,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405034,6/30/2014,12:00:00 a. m.,6/11/2013,2:45:00 a. m.,100 blk of CHALMERS ST,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405004,6/30/2014,12:00:00 a. m.,6/9/2014,9:30:00 p. m.,300 blk of WHITE ST E,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404853,6/30/2014,12:00:00 a. m.,6/4/2014,9:00:00 p. m.,300 blk of WHITE ST E,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404881,6/30/2014,12:00:00 a. m.,6/5/2014,3:30:00 p. m.,PHI KAPPA SIGMA,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404984,6/30/2014,12:00:00 a. m.,6/7/2014,3:00:00 a. m.,1000 blk of FIRST ST S,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404921,6/30/2014,12:00:00 a. m.,6/7/2014,11:23:00 a. m.,800 blk of S FIRST ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404947,6/30/2014,12:00:00 a. m.,6/8/2014,11:50:00 a. m.,800 blk of FOURTH ST S,SIMPLE ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
II1401273,7/1/2014,11:19:00 p. m.,7/1/2014,11:19:00 p. m.,PIZZA HUT,POSS OF DRUG PARAPHENALIA,ARREST
,,,,,,,
CC1405313,7/1/2014,12:00:00 a. m.,6/18/2014,11:42:00 p. m.,1100 blk of S FOURTH,MOTOR VEHICLE THEFT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405248,7/1/2014,12:00:00 a. m.,1/1/2006,8:00:00 a. m.,PI BETA PHI,EMBEZZLEMENT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1403907,7/1/2014,12:00:00 a. m.,5/2/2014,10:30:00 a. m.,WPGU,DECEPT PRACTICE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404762,7/1/2014,12:00:00 a. m.,6/1/2014,8:00:00 a. m.,700 blk of FIRST ST S,THEFT-IDENTITY,REPORTED TO OTHER
,,,,,,,AGENCY
